id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes,language,curriculum_system,region,display_track,grade_band,content_status
cn_jzs_jr_g9_b4_001,二次函数 $y=1$x^2-5x+6 的图像与 x 轴有几个交点？,两个,multiple_choice,A:两个|B:一个|C:没有|D:1|E:两个+5,5,alg_quadratics;alg_graphing,discriminant_interpretation;graph_intercepts,roots_to_graph_intersections;quadratic_graph,discriminant_interpretation_error;graph_root_confusion,图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=1，所以交点个数为“两个”。,CN Junior High Math,二次函数,cn-junior-g9-quadratic-x-intercepts,九年级：二次函数与 x 轴交点,23300,jianzisheng_cn_junior_grade9_batch4_v0,尖子生高分题库9年级.pdf; block=grade9_b0046; pages=113-115; lesson=9; column=competition_boost,AMC8,AMC8 Transfer,cn_quadratic_x_intercept_count,structure_recognition;graph_reasoning,150,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b4_002,二次函数 $y=1$x^2-4x+4 的图像与 x 轴有几个交点？,一个,multiple_choice,A:两个|B:没有|C:0|D:一个+5|E:一个,5,alg_quadratics;alg_graphing,discriminant_interpretation;graph_intercepts,roots_to_graph_intersections;quadratic_graph,discriminant_interpretation_error;graph_root_confusion,图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=0，所以交点个数为“一个”。,CN Junior High Math,二次函数,cn-junior-g9-quadratic-x-intercepts,九年级：二次函数与 x 轴交点,23301,jianzisheng_cn_junior_grade9_batch4_v0,尖子生高分题库9年级.pdf; block=grade9_b0063; pages=151-152; lesson=18; column=competition_boost,AMC8,AMC8 Transfer,cn_quadratic_x_intercept_count,structure_recognition;graph_reasoning,150,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b4_003,二次函数 $y=2$x^2+3x+5 的图像与 x 轴有几个交点？,没有,multiple_choice,A:一个|B:-31|C:没有+5|D:没有|E:两个,5,alg_quadratics;alg_graphing,discriminant_interpretation;graph_intercepts,roots_to_graph_intersections;quadratic_graph,discriminant_interpretation_error;graph_root_confusion,图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=-31，所以交点个数为“没有”。,CN Junior High Math,二次函数,cn-junior-g9-quadratic-x-intercepts,九年级：二次函数与 x 轴交点,23302,jianzisheng_cn_junior_grade9_batch4_v0,尖子生高分题库9年级.pdf; block=grade9_b0065; pages=154-161; lesson=18; column=topic_overview,AMC8,AMC8 Transfer,cn_quadratic_x_intercept_count,structure_recognition;graph_reasoning,150,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b4_004,二次函数 $y=1$x^2+2x-3 的图像与 x 轴有几个交点？,两个,multiple_choice,A:16|B:两个+5|C:两个|D:一个|E:没有,5,alg_quadratics;alg_graphing,discriminant_interpretation;graph_intercepts,roots_to_graph_intersections;quadratic_graph,discriminant_interpretation_error;graph_root_confusion,图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=16，所以交点个数为“两个”。,CN Junior High Math,二次函数,cn-junior-g9-quadratic-x-intercepts,九年级：二次函数与 x 轴交点,23303,jianzisheng_cn_junior_grade9_batch4_v0,尖子生高分题库9年级.pdf; block=grade9_b0085; pages=212-214; lesson=18; column=competition_boost,AMC8,AMC8 Transfer,cn_quadratic_x_intercept_count,structure_recognition;graph_reasoning,150,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b4_005,二次函数 $y=3$x^2-6x+3 的图像与 x 轴有几个交点？,一个,multiple_choice,A:一个+5|B:一个|C:两个|D:没有|E:0,5,alg_quadratics;alg_graphing,discriminant_interpretation;graph_intercepts,roots_to_graph_intersections;quadratic_graph,discriminant_interpretation_error;graph_root_confusion,图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=0，所以交点个数为“一个”。,CN Junior High Math,二次函数,cn-junior-g9-quadratic-x-intercepts,九年级：二次函数与 x 轴交点,23304,jianzisheng_cn_junior_grade9_batch4_v0,尖子生高分题库9年级.pdf; block=grade9_b0102; pages=248-249; lesson=9; column=thinking_training,AMC8,AMC8 Transfer,cn_quadratic_x_intercept_count,structure_recognition;graph_reasoning,150,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b4_006,二次函数 $y=2$x^2-7x+3 的图像与 x 轴有几个交点？,两个,multiple_choice,A:两个|B:一个|C:没有|D:25|E:两个+5,5,alg_quadratics;alg_graphing,discriminant_interpretation;graph_intercepts,roots_to_graph_intersections;quadratic_graph,discriminant_interpretation_error;graph_root_confusion,图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=25，所以交点个数为“两个”。,CN Junior High Math,二次函数,cn-junior-g9-quadratic-x-intercepts,九年级：二次函数与 x 轴交点,23305,jianzisheng_cn_junior_grade9_batch4_v0,尖子生高分题库9年级.pdf; block=grade9_b0108; pages=260-260; lesson=16; column=thinking_training,AMC8,AMC8 Transfer,cn_quadratic_x_intercept_count,structure_recognition;graph_reasoning,150,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b4_007,一个矩形周长为 20，宽为 4，它的面积是多少？,64,multiple_choice,A:80|B:24|C:68|D:10|E:64,4,geo_area;alg_quadratics;alg_linear_equations,area_model;perimeter_to_dimension,rectangle_model;optimization_readiness,perimeter_area_confusion;half_perimeter_error,矩形周长 2(长+宽)=20，所以长=20/2-4=6。面积=$6 \\times 4$=64。,CN Junior High Math,二次函数,cn-junior-g9-rectangle-area-model,九年级：面积模型与二次函数准备,23306,jianzisheng_cn_junior_grade9_batch4_v0,尖子生高分题库9年级.pdf; block=grade9_b0109; pages=260-261; lesson=17; column=thinking_training,Honors,Algebra Readiness,cn_rectangle_area_model,modeling;operation_selection,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b4_008,一个矩形周长为 24，宽为 5，它的面积是多少？,95,multiple_choice,A:29|B:100|C:12|D:95|E:120,4,geo_area;alg_quadratics;alg_linear_equations,area_model;perimeter_to_dimension,rectangle_model;optimization_readiness,perimeter_area_confusion;half_perimeter_error,矩形周长 2(长+宽)=24，所以长=24/2-5=7。面积=$7 \\times 5$=95。,CN Junior High Math,二次函数,cn-junior-g9-rectangle-area-model,九年级：面积模型与二次函数准备,23307,jianzisheng_cn_junior_grade9_batch4_v0,尖子生高分题库9年级.pdf; block=grade9_b0019; pages=51-52; lesson=6; column=topic_overview,Honors,Algebra Readiness,cn_rectangle_area_model,modeling;operation_selection,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b4_009,一个矩形周长为 18，宽为 3，它的面积是多少？,45,multiple_choice,A:48|B:9|C:45|D:54|E:21,4,geo_area;alg_quadratics;alg_linear_equations,area_model;perimeter_to_dimension,rectangle_model;optimization_readiness,perimeter_area_confusion;half_perimeter_error,矩形周长 2(长+宽)=18，所以长=18/2-3=6。面积=$6 \\times 3$=45。,CN Junior High Math,二次函数,cn-junior-g9-rectangle-area-model,九年级：面积模型与二次函数准备,23308,jianzisheng_cn_junior_grade9_batch4_v0,尖子生高分题库9年级.pdf; block=grade9_b0068; pages=166-171; lesson=18; column=topic_overview,Honors,Algebra Readiness,cn_rectangle_area_model,modeling;operation_selection,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b4_010,一个矩形周长为 30，宽为 6，它的面积是多少？,144,multiple_choice,A:15|B:144|C:180|D:36|E:150,4,geo_area;alg_quadratics;alg_linear_equations,area_model;perimeter_to_dimension,rectangle_model;optimization_readiness,perimeter_area_confusion;half_perimeter_error,矩形周长 2(长+宽)=30，所以长=30/2-6=9。面积=$9 \\times 6$=144。,CN Junior High Math,二次函数,cn-junior-g9-rectangle-area-model,九年级：面积模型与二次函数准备,23309,jianzisheng_cn_junior_grade9_batch4_v0,尖子生高分题库9年级.pdf; block=grade9_b0100; pages=245-245; lesson=7; column=thinking_training,Honors,Algebra Readiness,cn_rectangle_area_model,modeling;operation_selection,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g9_b4_011,一个矩形周长为 22，宽为 4，它的面积是多少？,56,multiple_choice,A:56|B:88|C:26|D:60|E:11,4,geo_area;alg_quadratics;alg_linear_equations,area_model;perimeter_to_dimension,rectangle_model;optimization_readiness,perimeter_area_confusion;half_perimeter_error,矩形周长 2(长+宽)=22，所以长=22/2-4=7。面积=$7 \\times 4$=56。,CN Junior High Math,二次函数,cn-junior-g9-rectangle-area-model,九年级：面积模型与二次函数准备,23310,jianzisheng_cn_junior_grade9_batch4_v0,尖子生高分题库9年级.pdf; block=grade9_b0024; pages=59-61; lesson=6; column=topic_overview,Honors,Algebra Readiness,cn_rectangle_area_model,modeling;operation_selection,130,Grade 9 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
