problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_jr_g9_b4_001,与 x 轴交点对应方程 $y=0$ 的实根。,用判别式判断实根个数。,Step 1: 与 x 轴交点对应方程 $y=0$ 的实根。 Step 2: 图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=1，所以交点个数为“两个”。 Step 3: 得到答案 两个。,只看开口方向，不判断判别式。,答案 两个 正确。图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=1，所以交点个数为“两个”。,给出交点个数，反推参数范围。
cn_jzs_jr_g9_b4_002,与 x 轴交点对应方程 $y=0$ 的实根。,用判别式判断实根个数。,Step 1: 与 x 轴交点对应方程 $y=0$ 的实根。 Step 2: 图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=0，所以交点个数为“一个”。 Step 3: 得到答案 一个。,只看开口方向，不判断判别式。,答案 一个 正确。图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=0，所以交点个数为“一个”。,给出交点个数，反推参数范围。
cn_jzs_jr_g9_b4_003,与 x 轴交点对应方程 $y=0$ 的实根。,用判别式判断实根个数。,Step 1: 与 x 轴交点对应方程 $y=0$ 的实根。 Step 2: 图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=-31，所以交点个数为“没有”。 Step 3: 得到答案 没有。,只看开口方向，不判断判别式。,答案 没有 正确。图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=-31，所以交点个数为“没有”。,给出交点个数，反推参数范围。
cn_jzs_jr_g9_b4_004,与 x 轴交点对应方程 $y=0$ 的实根。,用判别式判断实根个数。,Step 1: 与 x 轴交点对应方程 $y=0$ 的实根。 Step 2: 图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=16，所以交点个数为“两个”。 Step 3: 得到答案 两个。,只看开口方向，不判断判别式。,答案 两个 正确。图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=16，所以交点个数为“两个”。,给出交点个数，反推参数范围。
cn_jzs_jr_g9_b4_005,与 x 轴交点对应方程 $y=0$ 的实根。,用判别式判断实根个数。,Step 1: 与 x 轴交点对应方程 $y=0$ 的实根。 Step 2: 图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=0，所以交点个数为“一个”。 Step 3: 得到答案 一个。,只看开口方向，不判断判别式。,答案 一个 正确。图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=0，所以交点个数为“一个”。,给出交点个数，反推参数范围。
cn_jzs_jr_g9_b4_006,与 x 轴交点对应方程 $y=0$ 的实根。,用判别式判断实根个数。,Step 1: 与 x 轴交点对应方程 $y=0$ 的实根。 Step 2: 图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=25，所以交点个数为“两个”。 Step 3: 得到答案 两个。,只看开口方向，不判断判别式。,答案 两个 正确。图像与 x 轴交点个数由 Δ=b^2-4ac 判断。这里 Δ=25，所以交点个数为“两个”。,给出交点个数，反推参数范围。
cn_jzs_jr_g9_b4_007,周长给出的是两倍的长加宽。,先求长，再求面积。,Step 1: 周长给出的是两倍的长加宽。 Step 2: 矩形周长 2(长+宽)=20，所以长=20/2-4=6。面积=$6 \\times 4$=64。 Step 3: 得到答案 64。,直接用周长乘宽。,答案 64 正确。矩形周长 2(长+宽)=20，所以长=20/2-4=6。面积=$6 \\times 4$=64。,设宽为 x，写出面积关于 x 的表达式。
cn_jzs_jr_g9_b4_008,周长给出的是两倍的长加宽。,先求长，再求面积。,Step 1: 周长给出的是两倍的长加宽。 Step 2: 矩形周长 2(长+宽)=24，所以长=24/2-5=7。面积=$7 \\times 5$=95。 Step 3: 得到答案 95。,直接用周长乘宽。,答案 95 正确。矩形周长 2(长+宽)=24，所以长=24/2-5=7。面积=$7 \\times 5$=95。,设宽为 x，写出面积关于 x 的表达式。
cn_jzs_jr_g9_b4_009,周长给出的是两倍的长加宽。,先求长，再求面积。,Step 1: 周长给出的是两倍的长加宽。 Step 2: 矩形周长 2(长+宽)=18，所以长=18/2-3=6。面积=$6 \\times 3$=45。 Step 3: 得到答案 45。,直接用周长乘宽。,答案 45 正确。矩形周长 2(长+宽)=18，所以长=18/2-3=6。面积=$6 \\times 3$=45。,设宽为 x，写出面积关于 x 的表达式。
cn_jzs_jr_g9_b4_010,周长给出的是两倍的长加宽。,先求长，再求面积。,Step 1: 周长给出的是两倍的长加宽。 Step 2: 矩形周长 2(长+宽)=30，所以长=30/2-6=9。面积=$9 \\times 6$=144。 Step 3: 得到答案 144。,直接用周长乘宽。,答案 144 正确。矩形周长 2(长+宽)=30，所以长=30/2-6=9。面积=$9 \\times 6$=144。,设宽为 x，写出面积关于 x 的表达式。
