problem_id,choice_label,value,misconception,cognitive_tag,explanation
cn_jzs_jr_g8_b2_001,B,60,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_001,C,16,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_001,D,40,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_001,E,4,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_002,A,84,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_002,B,19,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_002,C,54,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_002,D,5,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_003,A,22,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_003,B,70,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_003,C,6,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_003,E,112,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_004,A,88,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_004,B,7,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_004,D,144,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_004,E,25,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_005,A,8,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_b2_005,C,180,angle_sum_error,formula_selection,这个选项通常来自三角形角和关系使用错误。
