problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_jr_g8_b2_001,三角形面积公式里有除以 2。,先算底乘高，再取一半。,Step 1: 三角形面积公式里有除以 2。 Step 2: 三角形面积等于底乘高再除以 2，所以面积为 $10 \\times 6$÷2=30。 Step 3: 得到答案 30。,把三角形面积算成底乘高，漏掉除以 2。,答案 30 正确。三角形面积等于底乘高再除以 2，所以面积为 $10 \\times 6$÷2=30。,给出面积和底，反求高。
cn_jzs_jr_g8_b2_002,三角形面积公式里有除以 2。,先算底乘高，再取一半。,Step 1: 三角形面积公式里有除以 2。 Step 2: 三角形面积等于底乘高再除以 2，所以面积为 $12 \\times 7$÷2=42。 Step 3: 得到答案 42。,把三角形面积算成底乘高，漏掉除以 2。,答案 42 正确。三角形面积等于底乘高再除以 2，所以面积为 $12 \\times 7$÷2=42。,给出面积和底，反求高。
cn_jzs_jr_g8_b2_003,三角形面积公式里有除以 2。,先算底乘高，再取一半。,Step 1: 三角形面积公式里有除以 2。 Step 2: 三角形面积等于底乘高再除以 2，所以面积为 $14 \\times 8$÷2=56。 Step 3: 得到答案 56。,把三角形面积算成底乘高，漏掉除以 2。,答案 56 正确。三角形面积等于底乘高再除以 2，所以面积为 $14 \\times 8$÷2=56。,给出面积和底，反求高。
cn_jzs_jr_g8_b2_004,三角形面积公式里有除以 2。,先算底乘高，再取一半。,Step 1: 三角形面积公式里有除以 2。 Step 2: 三角形面积等于底乘高再除以 2，所以面积为 $16 \\times 9$÷2=72。 Step 3: 得到答案 72。,把三角形面积算成底乘高，漏掉除以 2。,答案 72 正确。三角形面积等于底乘高再除以 2，所以面积为 $16 \\times 9$÷2=72。,给出面积和底，反求高。
cn_jzs_jr_g8_b2_005,三角形面积公式里有除以 2。,先算底乘高，再取一半。,Step 1: 三角形面积公式里有除以 2。 Step 2: 三角形面积等于底乘高再除以 2，所以面积为 $18 \\times 10$÷2=90。 Step 3: 得到答案 90。,把三角形面积算成底乘高，漏掉除以 2。,答案 90 正确。三角形面积等于底乘高再除以 2，所以面积为 $18 \\times 10$÷2=90。,给出面积和底，反求高。
cn_jzs_jr_g8_b2_006,三角形面积公式里有除以 2。,先算底乘高，再取一半。,Step 1: 三角形面积公式里有除以 2。 Step 2: 三角形面积等于底乘高再除以 2，所以面积为 $20 \\times 11$÷2=110。 Step 3: 得到答案 110。,把三角形面积算成底乘高，漏掉除以 2。,答案 110 正确。三角形面积等于底乘高再除以 2，所以面积为 $20 \\times 11$÷2=110。,给出面积和底，反求高。
cn_jzs_jr_g8_b2_007,先按全等符号中的字母顺序找对应顶点。,对应边在全等三角形中长度相等。,Step 1: 先按全等符号中的字母顺序找对应顶点。 Step 2: 全等三角形的对应边相等。由 △ABC≌△DEF 可知 AB 与 DE 对应，所以 D$E=7$。 Step 3: 得到答案 7。,只看图形名字相似，忽略全等符号中的对应顺序。,答案 7 正确。全等三角形的对应边相等。由 △ABC≌△DEF 可知 AB 与 DE 对应，所以 D$E=7$。,改成给出对应角，判断角度是否相等。
cn_jzs_jr_g8_b2_008,先按全等符号中的字母顺序找对应顶点。,对应边在全等三角形中长度相等。,Step 1: 先按全等符号中的字母顺序找对应顶点。 Step 2: 全等三角形的对应边相等。由 △ABC≌△DEF 可知 BC 与 EF 对应，所以 E$F=8$。 Step 3: 得到答案 8。,只看图形名字相似，忽略全等符号中的对应顺序。,答案 8 正确。全等三角形的对应边相等。由 △ABC≌△DEF 可知 BC 与 EF 对应，所以 E$F=8$。,改成给出对应角，判断角度是否相等。
cn_jzs_jr_g8_b2_009,先按全等符号中的字母顺序找对应顶点。,对应边在全等三角形中长度相等。,Step 1: 先按全等符号中的字母顺序找对应顶点。 Step 2: 全等三角形的对应边相等。由 △PQR≌△XYZ 可知 PR 与 XZ 对应，所以 X$Z=9$。 Step 3: 得到答案 9。,只看图形名字相似，忽略全等符号中的对应顺序。,答案 9 正确。全等三角形的对应边相等。由 △PQR≌△XYZ 可知 PR 与 XZ 对应，所以 X$Z=9$。,改成给出对应角，判断角度是否相等。
cn_jzs_jr_g8_b2_010,先按全等符号中的字母顺序找对应顶点。,对应边在全等三角形中长度相等。,Step 1: 先按全等符号中的字母顺序找对应顶点。 Step 2: 全等三角形的对应边相等。由 △LMN≌△RST 可知 MN 与 ST 对应，所以 S$T=10$。 Step 3: 得到答案 10。,只看图形名字相似，忽略全等符号中的对应顺序。,答案 10 正确。全等三角形的对应边相等。由 △LMN≌△RST 可知 MN 与 ST 对应，所以 S$T=10$。,改成给出对应角，判断角度是否相等。
cn_jzs_jr_g8_b2_011,先按全等符号中的字母顺序找对应顶点。,对应边在全等三角形中长度相等。,Step 1: 先按全等符号中的字母顺序找对应顶点。 Step 2: 全等三角形的对应边相等。由 △ABC≌△DCE 可知 AC 与 DE 对应，所以 D$E=11$。 Step 3: 得到答案 11。,只看图形名字相似，忽略全等符号中的对应顺序。,答案 11 正确。全等三角形的对应边相等。由 △ABC≌△DCE 可知 AC 与 DE 对应，所以 D$E=11$。,改成给出对应角，判断角度是否相等。
cn_jzs_jr_g8_b2_012,先按全等符号中的字母顺序找对应顶点。,对应边在全等三角形中长度相等。,Step 1: 先按全等符号中的字母顺序找对应顶点。 Step 2: 全等三角形的对应边相等。由 △PQR≌△RSP 可知 PQ 与 RS 对应，所以 R$S=12$。 Step 3: 得到答案 12。,只看图形名字相似，忽略全等符号中的对应顺序。,答案 12 正确。全等三角形的对应边相等。由 △PQR≌△RSP 可知 PQ 与 RS 对应，所以 R$S=12$。,改成给出对应角，判断角度是否相等。
cn_jzs_jr_g8_b2_013,先分别求横向距离和纵向距离。,这两个距离可以作为直角三角形的两条直角边。,Step 1: 先分别求横向距离和纵向距离。 Step 2: 横向距离为 6，纵向距离为 8，把 AB 看成直角三角形的斜边，所以 AB=√($6^2$+$8^2$)=10。 Step 3: 得到答案 10。,直接把横向距离和纵向距离相加。,答案 10 正确。横向距离为 6，纵向距离为 8，把 AB 看成直角三角形的斜边，所以 AB=√($6^2$+$8^2$)=10。,给出两点距离和一个坐标，反求另一个坐标。
cn_jzs_jr_g8_b2_014,先分别求横向距离和纵向距离。,这两个距离可以作为直角三角形的两条直角边。,Step 1: 先分别求横向距离和纵向距离。 Step 2: 横向距离为 5，纵向距离为 12，把 AB 看成直角三角形的斜边，所以 AB=√($5^2$+$12^2$)=13。 Step 3: 得到答案 13。,直接把横向距离和纵向距离相加。,答案 13 正确。横向距离为 5，纵向距离为 12，把 AB 看成直角三角形的斜边，所以 AB=√($5^2$+$12^2$)=13。,给出两点距离和一个坐标，反求另一个坐标。
cn_jzs_jr_g8_b2_015,先分别求横向距离和纵向距离。,这两个距离可以作为直角三角形的两条直角边。,Step 1: 先分别求横向距离和纵向距离。 Step 2: 横向距离为 9，纵向距离为 12，把 AB 看成直角三角形的斜边，所以 AB=√($9^2$+$12^2$)=15。 Step 3: 得到答案 15。,直接把横向距离和纵向距离相加。,答案 15 正确。横向距离为 9，纵向距离为 12，把 AB 看成直角三角形的斜边，所以 AB=√($9^2$+$12^2$)=15。,给出两点距离和一个坐标，反求另一个坐标。
cn_jzs_jr_g8_b2_016,先分别求横向距离和纵向距离。,这两个距离可以作为直角三角形的两条直角边。,Step 1: 先分别求横向距离和纵向距离。 Step 2: 横向距离为 8，纵向距离为 15，把 AB 看成直角三角形的斜边，所以 AB=√($8^2$+$15^2$)=17。 Step 3: 得到答案 17。,直接把横向距离和纵向距离相加。,答案 17 正确。横向距离为 8，纵向距离为 15，把 AB 看成直角三角形的斜边，所以 AB=√($8^2$+$15^2$)=17。,给出两点距离和一个坐标，反求另一个坐标。
cn_jzs_jr_g8_b2_017,先分别求横向距离和纵向距离。,这两个距离可以作为直角三角形的两条直角边。,Step 1: 先分别求横向距离和纵向距离。 Step 2: 横向距离为 12，纵向距离为 5，把 AB 看成直角三角形的斜边，所以 AB=√($12^2$+$5^2$)=13。 Step 3: 得到答案 13。,直接把横向距离和纵向距离相加。,答案 13 正确。横向距离为 12，纵向距离为 5，把 AB 看成直角三角形的斜边，所以 AB=√($12^2$+$5^2$)=13。,给出两点距离和一个坐标，反求另一个坐标。
cn_jzs_jr_g8_b2_018,先分别求横向距离和纵向距离。,这两个距离可以作为直角三角形的两条直角边。,Step 1: 先分别求横向距离和纵向距离。 Step 2: 横向距离为 8，纵向距离为 15，把 AB 看成直角三角形的斜边，所以 AB=√($8^2$+$15^2$)=17。 Step 3: 得到答案 17。,直接把横向距离和纵向距离相加。,答案 17 正确。横向距离为 8，纵向距离为 15，把 AB 看成直角三角形的斜边，所以 AB=√($8^2$+$15^2$)=17。,给出两点距离和一个坐标，反求另一个坐标。
cn_jzs_jr_g8_b2_019,斜率表示纵坐标变化量除以横坐标变化量。,注意两个点的顺序要前后一致。,Step 1: 斜率表示纵坐标变化量除以横坐标变化量。 Step 2: 斜率 k=(y₂-y₁)/(x₂-x₁)=(9-3)/(4-1)=2。 Step 3: 得到答案 2。,把横坐标变化量和纵坐标变化量写反。,答案 2 正确。斜率 k=(y₂-y₁)/(x₂-x₁)=(9-3)/(4-1)=2。,给出斜率和一个点，判断另一个点是否在同一直线上。
cn_jzs_jr_g8_b2_020,斜率表示纵坐标变化量除以横坐标变化量。,注意两个点的顺序要前后一致。,Step 1: 斜率表示纵坐标变化量除以横坐标变化量。 Step 2: 斜率 k=(y₂-y₁)/(x₂-x₁)=(13-5)/(2--2)=2。 Step 3: 得到答案 2。,把横坐标变化量和纵坐标变化量写反。,答案 2 正确。斜率 k=(y₂-y₁)/(x₂-x₁)=(13-5)/(2--2)=2。,给出斜率和一个点，判断另一个点是否在同一直线上。
cn_jzs_jr_g8_b2_021,斜率表示纵坐标变化量除以横坐标变化量。,注意两个点的顺序要前后一致。,Step 1: 斜率表示纵坐标变化量除以横坐标变化量。 Step 2: 斜率 k=(y₂-y₁)/(x₂-x₁)=(8--1)/(3-0)=3。 Step 3: 得到答案 3。,把横坐标变化量和纵坐标变化量写反。,答案 3 正确。斜率 k=(y₂-y₁)/(x₂-x₁)=(8--1)/(3-0)=3。,给出斜率和一个点，判断另一个点是否在同一直线上。
cn_jzs_jr_g8_b2_022,斜率表示纵坐标变化量除以横坐标变化量。,注意两个点的顺序要前后一致。,Step 1: 斜率表示纵坐标变化量除以横坐标变化量。 Step 2: 斜率 k=(y₂-y₁)/(x₂-x₁)=(5--4)/(2--1)=3。 Step 3: 得到答案 3。,把横坐标变化量和纵坐标变化量写反。,答案 3 正确。斜率 k=(y₂-y₁)/(x₂-x₁)=(5--4)/(2--1)=3。,给出斜率和一个点，判断另一个点是否在同一直线上。
