id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes,language,curriculum_system,region,display_track,grade_band,content_status
cn_jzs_elem_b2_g1_001,"观察数列：9, 10, 11, 12, __。空格里应填多少？",13,multiple_choice,A:13|B:12|C:14|D:17|E:18,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 1，所以最后一个已知数 12 后面再加 1，得到 13。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,14600,jianzisheng_cn_elementary_batch2_v0,尖子生高分题库1年级.pdf; block=grade1_b0081; pages=98-101; lesson=13; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch2 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b2_g1_002,"观察数列：10, 12, 14, 16, __。空格里应填多少？",18,multiple_choice,A:16|B:20|C:17|D:23|E:18,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 2，所以最后一个已知数 16 后面再加 2，得到 18。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,14601,jianzisheng_cn_elementary_batch2_v0,尖子生高分题库1年级.pdf; block=grade1_b0234; pages=180-180; lesson=18; column=competition_boost,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch2 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b2_g1_003,"观察数列：11, 14, 17, 20, __。空格里应填多少？",23,multiple_choice,A:26|B:22|C:28|D:23|E:20,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 3，所以最后一个已知数 20 后面再加 3，得到 23。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,14602,jianzisheng_cn_elementary_batch2_v0,尖子生高分题库1年级.pdf; block=grade1_b0007; pages=12-17; lesson=1; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch2 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b2_g1_004,"观察数列：12, 13, 14, 15, __。空格里应填多少？",16,multiple_choice,A:20|B:21|C:16|D:15|E:17,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 1，所以最后一个已知数 15 后面再加 1，得到 16。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,14603,jianzisheng_cn_elementary_batch2_v0,尖子生高分题库1年级.pdf; block=grade1_b0044; pages=60-63; lesson=7; column=competition_boost,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch2 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b2_g1_005,"观察数列：13, 15, 17, 19, __。空格里应填多少？",21,multiple_choice,A:26|B:21|C:19|D:23|E:20,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 2，所以最后一个已知数 19 后面再加 2，得到 21。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,14604,jianzisheng_cn_elementary_batch2_v0,尖子生高分题库1年级.pdf; block=grade1_b0135; pages=139-141; lesson=21; column=competition_boost,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch2 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b2_g1_006,"观察数列：14, 17, 20, 23, __。空格里应填多少？",26,multiple_choice,A:26|B:23|C:29|D:25|E:31,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 3，所以最后一个已知数 23 后面再加 3，得到 26。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,14605,jianzisheng_cn_elementary_batch2_v0,尖子生高分题库1年级.pdf; block=grade1_b0013; pages=21-24; lesson=2; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch2 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b2_g1_007,"观察数列：15, 16, 17, 18, __。空格里应填多少？",19,multiple_choice,A:18|B:20|C:23|D:24|E:19,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 1，所以最后一个已知数 18 后面再加 1，得到 19。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,14606,jianzisheng_cn_elementary_batch2_v0,尖子生高分题库1年级.pdf; block=grade1_b0021; pages=30-34; lesson=3; column=competition_boost,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch2 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b2_g1_008,"观察数列：16, 18, 20, 22, __。空格里应填多少？",24,multiple_choice,A:26|B:23|C:29|D:24|E:22,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 2，所以最后一个已知数 22 后面再加 2，得到 24。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,14607,jianzisheng_cn_elementary_batch2_v0,尖子生高分题库1年级.pdf; block=grade1_b0028; pages=39-42; lesson=4; column=competition_boost,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch2 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b2_g2_001,有 9 盒彩笔，每盒 5 支，借给同学 4 支后，还剩多少支？,41,multiple_choice,A:41|B:10|C:49|D:9|E:45,2,arith_natural_numbers,multiplication_modeling;two_step_word_problem,part_whole_reasoning;operation_selection,operation_selection_error;one_step_only_error,先求一共有 9 x 5 = 45 支，再减去借出的 4 支，剩 41 支。,CN Primary Math,应用题基础,cn-primary-g2-word-arithmetic,二年级：乘法模型与两步应用题,14700,jianzisheng_cn_elementary_batch2_v0,尖子生高分题库2年级.pdf; block=grade2_b0030; pages=32-34; lesson=5; column=thinking_training,Foundation,Foundation,cn_two_step_word_problem,operation_selection;modeling_transfer,80,batch2 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b2_g2_002,有 10 盒彩笔，每盒 6 支，借给同学 5 支后，还剩多少支？,55,multiple_choice,A:11|B:65|C:10|D:60|E:55,2,arith_natural_numbers,multiplication_modeling;two_step_word_problem,part_whole_reasoning;operation_selection,operation_selection_error;one_step_only_error,先求一共有 10 x 6 = 60 支，再减去借出的 5 支，剩 55 支。,CN Primary Math,应用题基础,cn-primary-g2-word-arithmetic,二年级：乘法模型与两步应用题,14701,jianzisheng_cn_elementary_batch2_v0,尖子生高分题库2年级.pdf; block=grade2_b0103; pages=97-100; lesson=16; column=thinking_training,Foundation,Foundation,cn_two_step_word_problem,operation_selection;modeling_transfer,80,batch2 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
