problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_elem_b2_g1_001,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 1，所以最后一个已知数 12 后面再加 1，得到 13。 Step 3: 检查答案格式，得到 13。,只看最后一个数，没有确认前面每一步的变化。,答案 13 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 1，所以最后一个已知数 12 后面再加 1，得到 13。,把递增规律改成递减规律。
cn_jzs_elem_b2_g1_002,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 2，所以最后一个已知数 16 后面再加 2，得到 18。 Step 3: 检查答案格式，得到 18。,只看最后一个数，没有确认前面每一步的变化。,答案 18 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 2，所以最后一个已知数 16 后面再加 2，得到 18。,把递增规律改成递减规律。
cn_jzs_elem_b2_g1_003,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 3，所以最后一个已知数 20 后面再加 3，得到 23。 Step 3: 检查答案格式，得到 23。,只看最后一个数，没有确认前面每一步的变化。,答案 23 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 3，所以最后一个已知数 20 后面再加 3，得到 23。,把递增规律改成递减规律。
cn_jzs_elem_b2_g1_004,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 1，所以最后一个已知数 15 后面再加 1，得到 16。 Step 3: 检查答案格式，得到 16。,只看最后一个数，没有确认前面每一步的变化。,答案 16 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 1，所以最后一个已知数 15 后面再加 1，得到 16。,把递增规律改成递减规律。
cn_jzs_elem_b2_g1_005,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 2，所以最后一个已知数 19 后面再加 2，得到 21。 Step 3: 检查答案格式，得到 21。,只看最后一个数，没有确认前面每一步的变化。,答案 21 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 2，所以最后一个已知数 19 后面再加 2，得到 21。,把递增规律改成递减规律。
cn_jzs_elem_b2_g1_006,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 3，所以最后一个已知数 23 后面再加 3，得到 26。 Step 3: 检查答案格式，得到 26。,只看最后一个数，没有确认前面每一步的变化。,答案 26 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 3，所以最后一个已知数 23 后面再加 3，得到 26。,把递增规律改成递减规律。
cn_jzs_elem_b2_g1_007,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 1，所以最后一个已知数 18 后面再加 1，得到 19。 Step 3: 检查答案格式，得到 19。,只看最后一个数，没有确认前面每一步的变化。,答案 19 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 1，所以最后一个已知数 18 后面再加 1，得到 19。,把递增规律改成递减规律。
cn_jzs_elem_b2_g1_008,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 2，所以最后一个已知数 22 后面再加 2，得到 24。 Step 3: 检查答案格式，得到 24。,只看最后一个数，没有确认前面每一步的变化。,答案 24 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 2，所以最后一个已知数 22 后面再加 2，得到 24。,把递增规律改成递减规律。
cn_jzs_elem_b2_g2_001,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 9 x 5 = 45 支，再减去借出的 4 支，剩 41 支。 Step 3: 检查答案格式，得到 41。,把盒数和每盒数量直接相加。,答案 41 正确，因为它保持了题目中的数量关系。先求一共有 9 x 5 = 45 支，再减去借出的 4 支，剩 41 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b2_g2_002,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 10 x 6 = 60 支，再减去借出的 5 支，剩 55 支。 Step 3: 检查答案格式，得到 55。,把盒数和每盒数量直接相加。,答案 55 正确，因为它保持了题目中的数量关系。先求一共有 10 x 6 = 60 支，再减去借出的 5 支，剩 55 支。,改成又买来若干支，练习先乘后加。
