problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_jr_g7_b1_001,先把所有数想象到数轴上。,负数比较大小时，离 0 越远反而越小。,Step 1: 先把所有数想象到数轴上。 Step 2: 在数轴上，越靠左的数越小。负数小于 0，且绝对值越大的负数越小，所以顺序为 -5<-2<0<3。 Step 3: 得到答案 -5<-2<0<3。,只比较数字部分的大小，忘记负号会改变大小关系。,答案 -5<-2<0<3 正确。在数轴上，越靠左的数越小。负数小于 0，且绝对值越大的负数越小，所以顺序为 -5<-2<0<3。,加入小数或分数，再按从小到大排序。
cn_jzs_jr_g7_b1_002,先把所有数想象到数轴上。,负数比较大小时，离 0 越远反而越小。,Step 1: 先把所有数想象到数轴上。 Step 2: 在数轴上，越靠左的数越小。负数小于 0，且绝对值越大的负数越小，所以顺序为 -7<-1<2<6。 Step 3: 得到答案 -7<-1<2<6。,只比较数字部分的大小，忘记负号会改变大小关系。,答案 -7<-1<2<6 正确。在数轴上，越靠左的数越小。负数小于 0，且绝对值越大的负数越小，所以顺序为 -7<-1<2<6。,加入小数或分数，再按从小到大排序。
cn_jzs_jr_g7_b1_003,先把所有数想象到数轴上。,负数比较大小时，离 0 越远反而越小。,Step 1: 先把所有数想象到数轴上。 Step 2: 在数轴上，越靠左的数越小。负数小于 0，且绝对值越大的负数越小，所以顺序为 -4<-3<1<5。 Step 3: 得到答案 -4<-3<1<5。,只比较数字部分的大小，忘记负号会改变大小关系。,答案 -4<-3<1<5 正确。在数轴上，越靠左的数越小。负数小于 0，且绝对值越大的负数越小，所以顺序为 -4<-3<1<5。,加入小数或分数，再按从小到大排序。
cn_jzs_jr_g7_b1_004,先把所有数想象到数轴上。,负数比较大小时，离 0 越远反而越小。,Step 1: 先把所有数想象到数轴上。 Step 2: 在数轴上，越靠左的数越小。负数小于 0，且绝对值越大的负数越小，所以顺序为 -9<-6<-1<4。 Step 3: 得到答案 -9<-6<-1<4。,只比较数字部分的大小，忘记负号会改变大小关系。,答案 -9<-6<-1<4 正确。在数轴上，越靠左的数越小。负数小于 0，且绝对值越大的负数越小，所以顺序为 -9<-6<-1<4。,加入小数或分数，再按从小到大排序。
cn_jzs_jr_g7_b1_005,先把所有数想象到数轴上。,负数比较大小时，离 0 越远反而越小。,Step 1: 先把所有数想象到数轴上。 Step 2: 在数轴上，越靠左的数越小。负数小于 0，且绝对值越大的负数越小，所以顺序为 -8<-2<2<7。 Step 3: 得到答案 -8<-2<2<7。,只比较数字部分的大小，忘记负号会改变大小关系。,答案 -8<-2<2<7 正确。在数轴上，越靠左的数越小。负数小于 0，且绝对值越大的负数越小，所以顺序为 -8<-2<2<7。,加入小数或分数，再按从小到大排序。
cn_jzs_jr_g7_b1_006,先把所有数想象到数轴上。,负数比较大小时，离 0 越远反而越小。,Step 1: 先把所有数想象到数轴上。 Step 2: 在数轴上，越靠左的数越小。负数小于 0，且绝对值越大的负数越小，所以顺序为 -6<-5<0<8。 Step 3: 得到答案 -6<-5<0<8。,只比较数字部分的大小，忘记负号会改变大小关系。,答案 -6<-5<0<8 正确。在数轴上，越靠左的数越小。负数小于 0，且绝对值越大的负数越小，所以顺序为 -6<-5<0<8。,加入小数或分数，再按从小到大排序。
cn_jzs_jr_g7_b1_007,绝对值可以理解为到原点的距离。,距离不能是负数。,Step 1: 绝对值可以理解为到原点的距离。 Step 2: 一个数到原点的距离就是它的绝对值。|-6|=6，所以距离为 6。 Step 3: 得到答案 6。,把负数的绝对值仍写成负数。,答案 6 正确。一个数到原点的距离就是它的绝对值。|-6|=6，所以距离为 6。,改成求两个数在数轴上的距离。
cn_jzs_jr_g7_b1_008,绝对值可以理解为到原点的距离。,距离不能是负数。,Step 1: 绝对值可以理解为到原点的距离。 Step 2: 一个数到原点的距离就是它的绝对值。|8|=8，所以距离为 8。 Step 3: 得到答案 8。,把负数的绝对值仍写成负数。,答案 8 正确。一个数到原点的距离就是它的绝对值。|8|=8，所以距离为 8。,改成求两个数在数轴上的距离。
cn_jzs_jr_g7_b1_009,绝对值可以理解为到原点的距离。,距离不能是负数。,Step 1: 绝对值可以理解为到原点的距离。 Step 2: 一个数到原点的距离就是它的绝对值。|-11|=11，所以距离为 11。 Step 3: 得到答案 11。,把负数的绝对值仍写成负数。,答案 11 正确。一个数到原点的距离就是它的绝对值。|-11|=11，所以距离为 11。,改成求两个数在数轴上的距离。
cn_jzs_jr_g7_b1_010,绝对值可以理解为到原点的距离。,距离不能是负数。,Step 1: 绝对值可以理解为到原点的距离。 Step 2: 一个数到原点的距离就是它的绝对值。|0|=0，所以距离为 0。 Step 3: 得到答案 0。,把负数的绝对值仍写成负数。,答案 0 正确。一个数到原点的距离就是它的绝对值。|0|=0，所以距离为 0。,改成求两个数在数轴上的距离。
cn_jzs_jr_g7_b1_011,绝对值可以理解为到原点的距离。,距离不能是负数。,Step 1: 绝对值可以理解为到原点的距离。 Step 2: 一个数到原点的距离就是它的绝对值。|-9|=9，所以距离为 9。 Step 3: 得到答案 9。,把负数的绝对值仍写成负数。,答案 9 正确。一个数到原点的距离就是它的绝对值。|-9|=9，所以距离为 9。,改成求两个数在数轴上的距离。
cn_jzs_jr_g7_b1_012,绝对值可以理解为到原点的距离。,距离不能是负数。,Step 1: 绝对值可以理解为到原点的距离。 Step 2: 一个数到原点的距离就是它的绝对值。|13|=13，所以距离为 13。 Step 3: 得到答案 13。,把负数的绝对值仍写成负数。,答案 13 正确。一个数到原点的距离就是它的绝对值。|13|=13，所以距离为 13。,改成求两个数在数轴上的距离。
