problem_id,choice_label,value,misconception,cognitive_tag,explanation
college_alg_fn_001,B,6,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_001,C,8,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_001,D,-1,sign_error,symbol_evaluation,This choice reflects sign error.
college_alg_fn_001,E,7,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_002,A,9,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_002,B,18,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_002,C,2,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_002,D,13,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_003,A,32,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_003,B,7,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_003,C,21,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_003,E,12,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_004,A,14,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_004,B,31,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_004,D,15,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_004,E,50,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_005,A,19,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_005,C,14,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_005,D,24,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_005,E,3,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_006,B,17,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_006,C,42,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_006,D,10,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_006,E,29,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_007,A,14,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_007,B,40,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_007,C,25,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_007,D,35,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_008,A,60,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_008,B,36,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_008,C,49,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_008,E,17,operation_error,symbol_evaluation,This choice reflects operation error.
college_alg_fn_009,A,-3,sign_error,symbol_evaluation,This choice reflects sign error.
college_alg_fn_009,B,9,operation_error,symbol_evaluation,This choice reflects operation error.
