problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_jr_g8_b3_001,先找出两个三角形之间的放大倍数。,相似图形的对应边用同一个倍数变化。,Step 1: 先找出两个三角形之间的放大倍数。 Step 2: 相似三角形对应边成比例，放大倍数为 9÷3=3，所以对应边为 $5 \\times 3$=15。 Step 3: 得到答案 15。,把边长差当成固定增加量，而不是用比例倍数。,答案 15 正确。相似三角形对应边成比例，放大倍数为 9÷3=3，所以对应边为 $5 \\times 3$=15。,给出周长或面积关系，反推相似比。
cn_jzs_jr_g8_b3_002,先找出两个三角形之间的放大倍数。,相似图形的对应边用同一个倍数变化。,Step 1: 先找出两个三角形之间的放大倍数。 Step 2: 相似三角形对应边成比例，放大倍数为 12÷4=3，所以对应边为 $7 \\times 3$=21。 Step 3: 得到答案 21。,把边长差当成固定增加量，而不是用比例倍数。,答案 21 正确。相似三角形对应边成比例，放大倍数为 12÷4=3，所以对应边为 $7 \\times 3$=21。,给出周长或面积关系，反推相似比。
cn_jzs_jr_g8_b3_003,先找出两个三角形之间的放大倍数。,相似图形的对应边用同一个倍数变化。,Step 1: 先找出两个三角形之间的放大倍数。 Step 2: 相似三角形对应边成比例，放大倍数为 15÷5=3，所以对应边为 $8 \\times 3$=24。 Step 3: 得到答案 24。,把边长差当成固定增加量，而不是用比例倍数。,答案 24 正确。相似三角形对应边成比例，放大倍数为 15÷5=3，所以对应边为 $8 \\times 3$=24。,给出周长或面积关系，反推相似比。
cn_jzs_jr_g8_b3_004,先找出两个三角形之间的放大倍数。,相似图形的对应边用同一个倍数变化。,Step 1: 先找出两个三角形之间的放大倍数。 Step 2: 相似三角形对应边成比例，放大倍数为 18÷6=3，所以对应边为 $11 \\times 3$=33。 Step 3: 得到答案 33。,把边长差当成固定增加量，而不是用比例倍数。,答案 33 正确。相似三角形对应边成比例，放大倍数为 18÷6=3，所以对应边为 $11 \\times 3$=33。,给出周长或面积关系，反推相似比。
cn_jzs_jr_g8_b3_005,先找出两个三角形之间的放大倍数。,相似图形的对应边用同一个倍数变化。,Step 1: 先找出两个三角形之间的放大倍数。 Step 2: 相似三角形对应边成比例，放大倍数为 21÷7=3，所以对应边为 $10 \\times 3$=30。 Step 3: 得到答案 30。,把边长差当成固定增加量，而不是用比例倍数。,答案 30 正确。相似三角形对应边成比例，放大倍数为 21÷7=3，所以对应边为 $10 \\times 3$=30。,给出周长或面积关系，反推相似比。
cn_jzs_jr_g8_b3_006,先找出两个三角形之间的放大倍数。,相似图形的对应边用同一个倍数变化。,Step 1: 先找出两个三角形之间的放大倍数。 Step 2: 相似三角形对应边成比例，放大倍数为 24÷8=3，所以对应边为 $13 \\times 3$=39。 Step 3: 得到答案 39。,把边长差当成固定增加量，而不是用比例倍数。,答案 39 正确。相似三角形对应边成比例，放大倍数为 24÷8=3，所以对应边为 $13 \\times 3$=39。,给出周长或面积关系，反推相似比。
cn_jzs_jr_g8_b3_007,先判断目标角与已知角是相等关系还是互补关系。,如果互补，就用 180° 减去已知角。,Step 1: 先判断目标角与已知角是相等关系还是互补关系。 Step 2: 平行线形成的同位角相等，所以目标角为 42°。 Step 3: 得到答案 42。,把互补角误当成相等角。,答案 42 正确。平行线形成的同位角相等，所以目标角为 42°。,把角度放入三角形内角和中，做两步角度追踪。
cn_jzs_jr_g8_b3_008,先判断目标角与已知角是相等关系还是互补关系。,如果互补，就用 180° 减去已知角。,Step 1: 先判断目标角与已知角是相等关系还是互补关系。 Step 2: 平行线形成的同位角相等，所以目标角为 58°。 Step 3: 得到答案 58。,把互补角误当成相等角。,答案 58 正确。平行线形成的同位角相等，所以目标角为 58°。,把角度放入三角形内角和中，做两步角度追踪。
cn_jzs_jr_g8_b3_009,先判断目标角与已知角是相等关系还是互补关系。,如果互补，就用 180° 减去已知角。,Step 1: 先判断目标角与已知角是相等关系还是互补关系。 Step 2: 平行线形成的同位角相等，所以目标角为 73°。 Step 3: 得到答案 73。,把互补角误当成相等角。,答案 73 正确。平行线形成的同位角相等，所以目标角为 73°。,把角度放入三角形内角和中，做两步角度追踪。
cn_jzs_jr_g8_b3_010,先判断目标角与已知角是相等关系还是互补关系。,如果互补，就用 180° 减去已知角。,Step 1: 先判断目标角与已知角是相等关系还是互补关系。 Step 2: 邻补角和为 180°，所以目标角为 180°-106°=74°。 Step 3: 得到答案 74。,把互补角误当成相等角。,答案 74 正确。邻补角和为 180°，所以目标角为 180°-106°=74°。,把角度放入三角形内角和中，做两步角度追踪。
cn_jzs_jr_g8_b3_011,先判断目标角与已知角是相等关系还是互补关系。,如果互补，就用 180° 减去已知角。,Step 1: 先判断目标角与已知角是相等关系还是互补关系。 Step 2: 邻补角和为 180°，所以目标角为 180°-121°=59°。 Step 3: 得到答案 59。,把互补角误当成相等角。,答案 59 正确。邻补角和为 180°，所以目标角为 180°-121°=59°。,把角度放入三角形内角和中，做两步角度追踪。
cn_jzs_jr_g8_b3_012,先判断目标角与已知角是相等关系还是互补关系。,如果互补，就用 180° 减去已知角。,Step 1: 先判断目标角与已知角是相等关系还是互补关系。 Step 2: 邻补角和为 180°，所以目标角为 180°-135°=45°。 Step 3: 得到答案 45。,把互补角误当成相等角。,答案 45 正确。邻补角和为 180°，所以目标角为 180°-135°=45°。,把角度放入三角形内角和中，做两步角度追踪。
cn_jzs_jr_g8_b3_013,把给定的 y 值代入函数式。,把问题转化成一个一元一次方程。,Step 1: 把给定的 y 值代入函数式。 Step 2: 把 $y=15$ 代入，得到 15=2x+3，解得 $$x=6$$。 Step 3: 得到答案 6。,把 y 的值当成 x 直接代入。,答案 6 正确。把 $y=15$ 代入，得到 15=2x+3，解得 $$x=6$$。,给出两个函数值，判断哪一个输入更大。
