id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes,language,curriculum_system,region,display_track,grade_band,content_status
cn_jzs_jr_g8_b4_001,两个三角形相似。小三角形一边长为 4，对应的大三角形边长为 10。若小三角形另一边长为 6，则大三角形对应边长是多少？,15,multiple_choice,A:15|B:16|C:12|D:2|E:19,4,geo_similarity;arith_proportions;geo_triangles,similarity_ratio;missing_side,proportion_equation;scale_factor,additive_scaling_error;inverse_ratio_error,相似比为 10:4，所以对应边长为 $6 \\times 10$÷4=15。,CN Junior High Math,相似三角形,cn-junior-g8-similarity-missing-side,八年级：相似三角形边长反求,22300,jianzisheng_cn_junior_grade8_batch4_v0,尖子生高分题库8年级.pdf; block=grade8_b0079; pages=222-224; lesson=13; column=competition_boost,Honors,AMC8 Transfer,cn_similarity_missing_side,multiplicative_reasoning;inverse_operations,130,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_b4_002,两个三角形相似。小三角形一边长为 5，对应的大三角形边长为 20。若小三角形另一边长为 7，则大三角形对应边长是多少？,28,multiple_choice,A:27|B:22|C:2|D:33|E:28,4,geo_similarity;arith_proportions;geo_triangles,similarity_ratio;missing_side,proportion_equation;scale_factor,additive_scaling_error;inverse_ratio_error,相似比为 20:5，所以对应边长为 $7 \\times 20$÷5=28。,CN Junior High Math,相似三角形,cn-junior-g8-similarity-missing-side,八年级：相似三角形边长反求,22301,jianzisheng_cn_junior_grade8_batch4_v0,尖子生高分题库8年级.pdf; block=grade8_b0091; pages=255-257; lesson=13; column=thinking_training,Honors,AMC8 Transfer,cn_similarity_missing_side,multiplicative_reasoning;inverse_operations,130,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_b4_003,两个三角形相似。小三角形一边长为 6，对应的大三角形边长为 15。若小三角形另一边长为 8，则大三角形对应边长是多少？,20,multiple_choice,A:17|B:3|C:26|D:20|E:23,4,geo_similarity;arith_proportions;geo_triangles,similarity_ratio;missing_side,proportion_equation;scale_factor,additive_scaling_error;inverse_ratio_error,相似比为 15:6，所以对应边长为 $8 \\times 15$÷6=20。,CN Junior High Math,相似三角形,cn-junior-g8-similarity-missing-side,八年级：相似三角形边长反求,22302,jianzisheng_cn_junior_grade8_batch4_v0,尖子生高分题库8年级.pdf; block=grade8_b0101; pages=292-294; lesson=25; column=thinking_training,Honors,AMC8 Transfer,cn_similarity_missing_side,multiplicative_reasoning;inverse_operations,130,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_b4_004,两个三角形相似。小三角形一边长为 3，对应的大三角形边长为 12。若小三角形另一边长为 5，则大三角形对应边长是多少？,20,multiple_choice,A:1|B:23|C:20|D:17|E:14,5,geo_similarity;arith_proportions;geo_triangles,similarity_ratio;missing_side,proportion_equation;scale_factor,additive_scaling_error;inverse_ratio_error,相似比为 12:3，所以对应边长为 $5 \\times 12$÷3=20。,CN Junior High Math,相似三角形,cn-junior-g8-similarity-missing-side,八年级：相似三角形边长反求,22303,jianzisheng_cn_junior_grade8_batch4_v0,尖子生高分题库8年级.pdf; block=grade8_b0045; pages=123-123; lesson=13; column=thinking_training,AMC8,AMC8 Transfer,cn_similarity_missing_side,multiplicative_reasoning;inverse_operations,150,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_b4_005,两个三角形相似。小三角形一边长为 8，对应的大三角形边长为 18。若小三角形另一边长为 12，则大三角形对应边长是多少？,27,multiple_choice,A:35|B:27|C:30|D:22|E:5,5,geo_similarity;arith_proportions;geo_triangles,similarity_ratio;missing_side,proportion_equation;scale_factor,additive_scaling_error;inverse_ratio_error,相似比为 18:8，所以对应边长为 $12 \\times 18$÷8=27。,CN Junior High Math,相似三角形,cn-junior-g8-similarity-missing-side,八年级：相似三角形边长反求,22304,jianzisheng_cn_junior_grade8_batch4_v0,尖子生高分题库8年级.pdf; block=grade8_b0030; pages=83-84; lesson=unknown; column=topic_overview,AMC8,AMC8 Transfer,cn_similarity_missing_side,multiplicative_reasoning;inverse_operations,150,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_b4_006,两个三角形相似。小三角形一边长为 7，对应的大三角形边长为 21。若小三角形另一边长为 9，则大三角形对应边长是多少？,27,multiple_choice,A:27|B:30|C:23|D:3|E:34,5,geo_similarity;arith_proportions;geo_triangles,similarity_ratio;missing_side,proportion_equation;scale_factor,additive_scaling_error;inverse_ratio_error,相似比为 21:7，所以对应边长为 $9 \\times 21$÷7=27。,CN Junior High Math,相似三角形,cn-junior-g8-similarity-missing-side,八年级：相似三角形边长反求,22305,jianzisheng_cn_junior_grade8_batch4_v0,尖子生高分题库8年级.pdf; block=grade8_b0012; pages=29-30; lesson=unknown; column=competition_boost,AMC8,AMC8 Transfer,cn_similarity_missing_side,multiplicative_reasoning;inverse_operations,150,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_b4_007,三角形中两个内角分别为 48° 和 62°，过第三个顶点作一条与其中一边平行的直线。由平行线角关系可得目标角等于第三个内角，目标角是多少度？,70,multiple_choice,A:110|B:132|C:118|D:80|E:70,4,geo_angles;geo_triangle_angles;geo_triangles,angle_chasing;triangle_angle_sum,two_step_angle;parallel_line_transfer,skip_triangle_sum_error;parallel_angle_mismatch,先求第三个内角：180°-48°-62°=70°。平行线产生的对应角相等，所以目标角也是 70°。,CN Junior High Math,几何基础,cn-junior-g8-two-step-angles,八年级：三角形与平行线角度追踪,22306,jianzisheng_cn_junior_grade8_batch4_v0,尖子生高分题库8年级.pdf; block=grade8_b0056; pages=149-149; lesson=13; column=topic_overview,Honors,Bridge,cn_two_step_angle_chasing,geometric_reasoning;relation_selection,130,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_b4_008,三角形中两个内角分别为 35° 和 85°，过第三个顶点作一条与其中一边平行的直线。由平行线角关系可得目标角等于第三个内角，目标角是多少度？,60,multiple_choice,A:145|B:95|C:70|D:60|E:120,4,geo_angles;geo_triangle_angles;geo_triangles,angle_chasing;triangle_angle_sum,two_step_angle;parallel_line_transfer,skip_triangle_sum_error;parallel_angle_mismatch,先求第三个内角：180°-35°-85°=60°。平行线产生的对应角相等，所以目标角也是 60°。,CN Junior High Math,几何基础,cn-junior-g8-two-step-angles,八年级：三角形与平行线角度追踪,22307,jianzisheng_cn_junior_grade8_batch4_v0,尖子生高分题库8年级.pdf; block=grade8_b0002; pages=7-8; lesson=unknown; column=topic_overview,Honors,Bridge,cn_two_step_angle_chasing,geometric_reasoning;relation_selection,130,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_b4_009,三角形中两个内角分别为 44° 和 71°，过第三个顶点作一条与其中一边平行的直线。由平行线角关系可得目标角等于第三个内角，目标角是多少度？,65,multiple_choice,A:109|B:75|C:65|D:115|E:136,4,geo_angles;geo_triangle_angles;geo_triangles,angle_chasing;triangle_angle_sum,two_step_angle;parallel_line_transfer,skip_triangle_sum_error;parallel_angle_mismatch,先求第三个内角：180°-44°-71°=65°。平行线产生的对应角相等，所以目标角也是 65°。,CN Junior High Math,几何基础,cn-junior-g8-two-step-angles,八年级：三角形与平行线角度追踪,22308,jianzisheng_cn_junior_grade8_batch4_v0,尖子生高分题库8年级.pdf; block=grade8_b0014; pages=33-34; lesson=unknown; column=topic_overview,Honors,Bridge,cn_two_step_angle_chasing,geometric_reasoning;relation_selection,130,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g8_b4_010,三角形中两个内角分别为 52° 和 58°，过第三个顶点作一条与其中一边平行的直线。由平行线角关系可得目标角等于第三个内角，目标角是多少度？,70,multiple_choice,A:80|B:70|C:110|D:128|E:122,4,geo_angles;geo_triangle_angles;geo_triangles,angle_chasing;triangle_angle_sum,two_step_angle;parallel_line_transfer,skip_triangle_sum_error;parallel_angle_mismatch,先求第三个内角：180°-52°-58°=70°。平行线产生的对应角相等，所以目标角也是 70°。,CN Junior High Math,几何基础,cn-junior-g8-two-step-angles,八年级：三角形与平行线角度追踪,22309,jianzisheng_cn_junior_grade8_batch4_v0,尖子生高分题库8年级.pdf; block=grade8_b0017; pages=38-40; lesson=unknown; column=competition_boost,Honors,Bridge,cn_two_step_angle_chasing,geometric_reasoning;relation_selection,130,Grade 8 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
