problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_elem_b6_g1_001,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 3，所以最后一个已知数 356 后面再加 3，得到 359。 Step 3: 检查答案格式，得到 359。,只看最后一个数，没有确认前面每一步的变化。,答案 359 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 3，所以最后一个已知数 356 后面再加 3，得到 359。,把递增规律改成递减规律。
cn_jzs_elem_b6_g1_002,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 1，所以最后一个已知数 351 后面再加 1，得到 352。 Step 3: 检查答案格式，得到 352。,只看最后一个数，没有确认前面每一步的变化。,答案 352 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 1，所以最后一个已知数 351 后面再加 1，得到 352。,把递增规律改成递减规律。
cn_jzs_elem_b6_g1_003,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 2，所以最后一个已知数 355 后面再加 2，得到 357。 Step 3: 检查答案格式，得到 357。,只看最后一个数，没有确认前面每一步的变化。,答案 357 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 2，所以最后一个已知数 355 后面再加 2，得到 357。,把递增规律改成递减规律。
cn_jzs_elem_b6_g1_004,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 3，所以最后一个已知数 359 后面再加 3，得到 362。 Step 3: 检查答案格式，得到 362。,只看最后一个数，没有确认前面每一步的变化。,答案 362 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 3，所以最后一个已知数 359 后面再加 3，得到 362。,把递增规律改成递减规律。
cn_jzs_elem_b6_g1_005,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 1，所以最后一个已知数 354 后面再加 1，得到 355。 Step 3: 检查答案格式，得到 355。,只看最后一个数，没有确认前面每一步的变化。,答案 355 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 1，所以最后一个已知数 354 后面再加 1，得到 355。,把递增规律改成递减规律。
cn_jzs_elem_b6_g1_006,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 2，所以最后一个已知数 358 后面再加 2，得到 360。 Step 3: 检查答案格式，得到 360。,只看最后一个数，没有确认前面每一步的变化。,答案 360 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 2，所以最后一个已知数 358 后面再加 2，得到 360。,把递增规律改成递减规律。
cn_jzs_elem_b6_g1_007,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 3，所以最后一个已知数 362 后面再加 3，得到 365。 Step 3: 检查答案格式，得到 365。,只看最后一个数，没有确认前面每一步的变化。,答案 365 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 3，所以最后一个已知数 362 后面再加 3，得到 365。,把递增规律改成递减规律。
cn_jzs_elem_b6_g1_008,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 1，所以最后一个已知数 357 后面再加 1，得到 358。 Step 3: 检查答案格式，得到 358。,只看最后一个数，没有确认前面每一步的变化。,答案 358 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 1，所以最后一个已知数 357 后面再加 1，得到 358。,把递增规律改成递减规律。
cn_jzs_elem_b6_g1_009,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 2，所以最后一个已知数 361 后面再加 2，得到 363。 Step 3: 检查答案格式，得到 363。,只看最后一个数，没有确认前面每一步的变化。,答案 363 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 2，所以最后一个已知数 361 后面再加 2，得到 363。,把递增规律改成递减规律。
cn_jzs_elem_b6_g1_010,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 3，所以最后一个已知数 365 后面再加 3，得到 368。 Step 3: 检查答案格式，得到 368。,只看最后一个数，没有确认前面每一步的变化。,答案 368 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 3，所以最后一个已知数 365 后面再加 3，得到 368。,把递增规律改成递减规律。
cn_jzs_elem_b6_g2_001,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $347 \\times 8$ = 2776 支，再减去借出的 2 支，剩 2774 支。 Step 3: 检查答案格式，得到 2774。,把盒数和每盒数量直接相加。,答案 2774 正确，因为它保持了题目中的数量关系。先求一共有 $347 \\times 8$ = 2776 支，再减去借出的 2 支，剩 2774 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b6_g2_002,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $348 \\times 4$ = 1392 支，再减去借出的 3 支，剩 1389 支。 Step 3: 检查答案格式，得到 1389。,把盒数和每盒数量直接相加。,答案 1389 正确，因为它保持了题目中的数量关系。先求一共有 $348 \\times 4$ = 1392 支，再减去借出的 3 支，剩 1389 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b6_g2_003,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $349 \\times 5$ = 1745 支，再减去借出的 4 支，剩 1741 支。 Step 3: 检查答案格式，得到 1741。,把盒数和每盒数量直接相加。,答案 1741 正确，因为它保持了题目中的数量关系。先求一共有 $349 \\times 5$ = 1745 支，再减去借出的 4 支，剩 1741 支。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b6_g2_004,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $350 \\times 6$ = 2100 支，再减去借出的 5 支，剩 2095 支。 Step 3: 检查答案格式，得到 2095。,把盒数和每盒数量直接相加。,答案 2095 正确，因为它保持了题目中的数量关系。先求一共有 $350 \\times 6$ = 2100 支，再减去借出的 5 支，剩 2095 支。,改成又买来若干支，练习先乘后加。
