problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_jr_g9_b3_001,先找出 a、b、c。,判别式公式是 Δ=b^2-4ac。,Step 1: 先找出 a、b、c。 Step 2: 判别式 Δ=b^2-4ac=-$5^2$-$4 \\times 1$×6=1。 Step 3: 得到答案 1。,把减号写成加号，或把 b 当成常数项。,答案 1 正确。判别式 Δ=b^2-4ac=-$5^2$-$4 \\times 1$×6=1。,根据 Δ 判断方程实根个数。
cn_jzs_jr_g9_b3_002,先找出 a、b、c。,判别式公式是 Δ=b^2-4ac。,Step 1: 先找出 a、b、c。 Step 2: 判别式 Δ=b^2-4ac=-$4^2$-$4 \\times 1$×4=0。 Step 3: 得到答案 0。,把减号写成加号，或把 b 当成常数项。,答案 0 正确。判别式 Δ=b^2-4ac=-$4^2$-$4 \\times 1$×4=0。,根据 Δ 判断方程实根个数。
cn_jzs_jr_g9_b3_003,先找出 a、b、c。,判别式公式是 Δ=b^2-4ac。,Step 1: 先找出 a、b、c。 Step 2: 判别式 Δ=b^2-4ac=$3^2$-$4 \\times 2$×5=-31。 Step 3: 得到答案 -31。,把减号写成加号，或把 b 当成常数项。,答案 -31 正确。判别式 Δ=b^2-4ac=$3^2$-$4 \\times 2$×5=-31。,根据 Δ 判断方程实根个数。
cn_jzs_jr_g9_b3_004,先找出 a、b、c。,判别式公式是 Δ=b^2-4ac。,Step 1: 先找出 a、b、c。 Step 2: 判别式 Δ=b^2-4ac=$2^2$-$4 \\times 1$×-3=16。 Step 3: 得到答案 16。,把减号写成加号，或把 b 当成常数项。,答案 16 正确。判别式 Δ=b^2-4ac=$2^2$-$4 \\times 1$×-3=16。,根据 Δ 判断方程实根个数。
cn_jzs_jr_g9_b3_005,先找出 a、b、c。,判别式公式是 Δ=b^2-4ac。,Step 1: 先找出 a、b、c。 Step 2: 判别式 Δ=b^2-4ac=-$6^2$-$4 \\times 3$×3=0。 Step 3: 得到答案 0。,把减号写成加号，或把 b 当成常数项。,答案 0 正确。判别式 Δ=b^2-4ac=-$6^2$-$4 \\times 3$×3=0。,根据 Δ 判断方程实根个数。
cn_jzs_jr_g9_b3_006,先找出 a、b、c。,判别式公式是 Δ=b^2-4ac。,Step 1: 先找出 a、b、c。 Step 2: 判别式 Δ=b^2-4ac=-$7^2$-$4 \\times 2$×3=25。 Step 3: 得到答案 25。,把减号写成加号，或把 b 当成常数项。,答案 25 正确。判别式 Δ=b^2-4ac=-$7^2$-$4 \\times 2$×3=25。,根据 Δ 判断方程实根个数。
cn_jzs_jr_g9_b3_007,靠墙的一边不需要篱笆。,先求平行墙的边长，再算面积。,Step 1: 靠墙的一边不需要篱笆。 Step 2: 靠墙时篱笆只围三边，另一条平行墙的边长为 12 米。面积=$12 \\times 3$=36。 Step 3: 得到答案 36。,把篱笆总长直接乘以高，混淆周长和面积。,答案 36 正确。靠墙时篱笆只围三边，另一条平行墙的边长为 12 米。面积=$12 \\times 3$=36。,把垂直墙边长设为 x，写出面积表达式。
cn_jzs_jr_g9_b3_008,靠墙的一边不需要篱笆。,先求平行墙的边长，再算面积。,Step 1: 靠墙的一边不需要篱笆。 Step 2: 靠墙时篱笆只围三边，另一条平行墙的边长为 16 米。面积=$16 \\times 4$=64。 Step 3: 得到答案 64。,把篱笆总长直接乘以高，混淆周长和面积。,答案 64 正确。靠墙时篱笆只围三边，另一条平行墙的边长为 16 米。面积=$16 \\times 4$=64。,把垂直墙边长设为 x，写出面积表达式。
cn_jzs_jr_g9_b3_009,靠墙的一边不需要篱笆。,先求平行墙的边长，再算面积。,Step 1: 靠墙的一边不需要篱笆。 Step 2: 靠墙时篱笆只围三边，另一条平行墙的边长为 20 米。面积=$20 \\times 5$=100。 Step 3: 得到答案 100。,把篱笆总长直接乘以高，混淆周长和面积。,答案 100 正确。靠墙时篱笆只围三边，另一条平行墙的边长为 20 米。面积=$20 \\times 5$=100。,把垂直墙边长设为 x，写出面积表达式。
cn_jzs_jr_g9_b3_010,靠墙的一边不需要篱笆。,先求平行墙的边长，再算面积。,Step 1: 靠墙的一边不需要篱笆。 Step 2: 靠墙时篱笆只围三边，另一条平行墙的边长为 10 米。面积=$10 \\times 2$=20。 Step 3: 得到答案 20。,把篱笆总长直接乘以高，混淆周长和面积。,答案 20 正确。靠墙时篱笆只围三边，另一条平行墙的边长为 10 米。面积=$10 \\times 2$=20。,把垂直墙边长设为 x，写出面积表达式。
