problem_id,choice_label,value,misconception,cognitive_tag,explanation
cn_jzs_jr_g7_b2_001,B,19,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_001,C,-5,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_001,D,-19,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_001,E,7,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_002,A,23,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_002,B,5,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_002,C,-3,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_002,D,0,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_003,A,2,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_003,B,-12,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_003,C,-9,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_003,E,14,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_004,A,13,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_004,B,16,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_004,D,19,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_004,E,-11,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_005,A,-6,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_005,C,14,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_005,D,8,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_005,E,-14,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_006,B,22,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_006,C,12,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_006,D,-10,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_006,E,-7,constraint_reasoning_error,signed_number_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_007,A,6x+5,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_007,B,5x+15,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_007,C,6x,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_007,D,15x+2,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_008,A,5x-12,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_008,B,4x,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_008,C,-12x+1,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_008,E,4x-3,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b2_009,A,-10x,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
