id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes,language,curriculum_system,region,display_track,grade_band,content_status
cn_jzs_jr_g7_b2_001,计算：-7+12，结果是多少？,5,multiple_choice,A:5|B:19|C:-5|D:-19|E:7,2,arith_integers,signed_number_addition;integer_fluency,integer_sum;signed_operation,sign_error;absolute_value_addition_error,异号相加时，用绝对值较大的数减去较小的数，再取绝对值较大数的符号，所以结果是 5。,CN Junior High Math,有理数,cn-junior-g7-integer-operations,七年级：有理数加减运算,21100,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0021; pages=75-77; lesson=6; column=thinking_training,Foundation,Foundation,cn_integer_operation,signed_number_fluency;operation_selection,90,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_002,计算：9-14，结果是多少？,-5,multiple_choice,A:23|B:5|C:-3|D:0|E:-5,2,arith_integers,signed_number_addition;integer_fluency,integer_sum;signed_operation,sign_error;absolute_value_addition_error,异号相加时，用绝对值较大的数减去较小的数，再取绝对值较大数的符号，所以结果是 -5。,CN Junior High Math,有理数,cn-junior-g7-integer-operations,七年级：有理数加减运算,21101,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0036; pages=110-114; lesson=9; column=thinking_training,Foundation,Foundation,cn_integer_operation,signed_number_fluency;operation_selection,90,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_003,计算：-6-8，结果是多少？,-14,multiple_choice,A:2|B:-12|C:-9|D:-14|E:14,2,arith_integers,signed_number_addition;integer_fluency,integer_sum;signed_operation,sign_error;absolute_value_addition_error,异号相加时，用绝对值较大的数减去较小的数，再取绝对值较大数的符号，所以结果是 -14。,CN Junior High Math,有理数,cn-junior-g7-integer-operations,七年级：有理数加减运算,21102,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0040; pages=123-126; lesson=12; column=thinking_training,Foundation,Foundation,cn_integer_operation,signed_number_fluency;operation_selection,90,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_004,计算：15-4，结果是多少？,11,multiple_choice,A:13|B:16|C:11|D:19|E:-11,2,arith_integers,signed_number_addition;integer_fluency,integer_sum;signed_operation,sign_error;absolute_value_addition_error,异号相加时，用绝对值较大的数减去较小的数，再取绝对值较大数的符号，所以结果是 11。,CN Junior High Math,有理数,cn-junior-g7-integer-operations,七年级：有理数加减运算,21103,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0044; pages=134-138; lesson=13; column=thinking_training,Foundation,Foundation,cn_integer_operation,signed_number_fluency;operation_selection,90,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_005,计算：-11+3，结果是多少？,-8,multiple_choice,A:-6|B:-8|C:14|D:8|E:-14,2,arith_integers,signed_number_addition;integer_fluency,integer_sum;signed_operation,sign_error;absolute_value_addition_error,异号相加时，用绝对值较大的数减去较小的数，再取绝对值较大数的符号，所以结果是 -8。,CN Junior High Math,有理数,cn-junior-g7-integer-operations,七年级：有理数加减运算,21104,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0069; pages=209-212; lesson=16; column=thinking_training,Foundation,Foundation,cn_integer_operation,signed_number_fluency;operation_selection,90,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_006,计算：5-17，结果是多少？,-12,multiple_choice,A:-12|B:22|C:12|D:-10|E:-7,2,arith_integers,signed_number_addition;integer_fluency,integer_sum;signed_operation,sign_error;absolute_value_addition_error,异号相加时，用绝对值较大的数减去较小的数，再取绝对值较大数的符号，所以结果是 -12。,CN Junior High Math,有理数,cn-junior-g7-integer-operations,七年级：有理数加减运算,21105,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0077; pages=227-229; lesson=22; column=thinking_training,Foundation,Foundation,cn_integer_operation,signed_number_fluency;operation_selection,90,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_007,化简：3(2x+5)，结果是多少？,6x+15,multiple_choice,A:6x+5|B:5x+15|C:6x|D:15x+2|E:6x+15,3,prealg_expressions;prealg_simplification,distributive_property;signed_coefficient_fluency,distribution;expression_simplification,partial_distribution_error;signed_coefficient_error,用 3 分别乘括号里的每一项：$3 \\times 2$x=6x，$3 \\times 5$=15，所以结果是 6x+15。,CN Junior High Math,整式,cn-junior-g7-distributive-property,七年级：去括号与分配律,21106,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0103; pages=290-293; lesson=14; column=thinking_training,Standard,Bridge,cn_distributive_simplification,symbolic_fluency;operation_selection,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_008,化简：4(1x-3)，结果是多少？,4x-12,multiple_choice,A:5x-12|B:4x|C:-12x+1|D:4x-12|E:4x-3,3,prealg_expressions;prealg_simplification,distributive_property;signed_coefficient_fluency,distribution;expression_simplification,partial_distribution_error;signed_coefficient_error,用 4 分别乘括号里的每一项：$4 \\times 1$x=4x，4×-3=-12，所以结果是 4x-12。,CN Junior High Math,整式,cn-junior-g7-distributive-property,七年级：去括号与分配律,21107,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0110; pages=307-309; lesson=21; column=thinking_training,Standard,Bridge,cn_distributive_simplification,symbolic_fluency;operation_selection,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_009,化简：-2(5x+4)，结果是多少？,-10x-8,multiple_choice,A:-10x|B:-8x+5|C:-10x-8|D:-10x+4|E:3x-8,3,prealg_expressions;prealg_simplification,distributive_property;signed_coefficient_fluency,distribution;expression_simplification,partial_distribution_error;signed_coefficient_error,用 -2 分别乘括号里的每一项：-$2 \\times 5$x=-10x，-$2 \\times 4$=-8，所以结果是 -10x-8。,CN Junior High Math,整式,cn-junior-g7-distributive-property,七年级：去括号与分配律,21108,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0104; pages=293-297; lesson=15; column=thinking_training,Standard,Bridge,cn_distributive_simplification,symbolic_fluency;operation_selection,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_010,化简：5(-2x+6)，结果是多少？,-10x+30,multiple_choice,A:30x-2|B:-10x+30|C:-10x+6|D:3x+30|E:-10x,3,prealg_expressions;prealg_simplification,distributive_property;signed_coefficient_fluency,distribution;expression_simplification,partial_distribution_error;signed_coefficient_error,用 5 分别乘括号里的每一项：5×-2x=-10x，$5 \\times 6$=30，所以结果是 -10x+30。,CN Junior High Math,整式,cn-junior-g7-distributive-property,七年级：去括号与分配律,21109,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0057; pages=185-190; lesson=16; column=competition_boost,Standard,Bridge,cn_distributive_simplification,symbolic_fluency;operation_selection,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_011,化简：-3(-4x+2)，结果是多少？,12x-6,multiple_choice,A:12x-6|B:12x+2|C:-7x-6|D:12x|E:-6x-4,3,prealg_expressions;prealg_simplification,distributive_property;signed_coefficient_fluency,distribution;expression_simplification,partial_distribution_error;signed_coefficient_error,用 -3 分别乘括号里的每一项：-3×-4x=12x，-$3 \\times 2$=-6，所以结果是 12x-6。,CN Junior High Math,整式,cn-junior-g7-distributive-property,七年级：去括号与分配律,21110,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0092; pages=275-276; lesson=1; column=thinking_training,Standard,Bridge,cn_distributive_simplification,symbolic_fluency;operation_selection,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_012,化简：6(3x-1)，结果是多少？,18x-6,multiple_choice,A:18x-1|B:9x-6|C:18x|D:-6x+3|E:18x-6,3,prealg_expressions;prealg_simplification,distributive_property;signed_coefficient_fluency,distribution;expression_simplification,partial_distribution_error;signed_coefficient_error,用 6 分别乘括号里的每一项：$6 \\times 3$x=18x，6×-1=-6，所以结果是 18x-6。,CN Junior High Math,整式,cn-junior-g7-distributive-property,七年级：去括号与分配律,21111,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0098; pages=282-283; lesson=7; column=thinking_training,Standard,Bridge,cn_distributive_simplification,symbolic_fluency;operation_selection,110,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_013,某活动门票每张 5 元，另需一次性服务费 3 元。共花 38 元，买了多少张票？,7,multiple_choice,A:35|B:6|C:12|D:7|E:8,4,alg_linear_equations;prealg_word_to_equation,word_problem_modeling;linear_equation_solving,fixed_fee_plus_rate;equation_from_context,missing_fixed_fee;division_before_subtraction_error,设买了 x 张票，列方程 5x+3=38。先减去服务费，再除以单价，得 $x=7$。,CN Junior High Math,一元一次方程,cn-junior-g7-linear-equation-applications,七年级：一元一次方程应用,21112,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0045; pages=138-144; lesson=13; column=competition_boost,Honors,Algebra Readiness,cn_g7_linear_equation_word_problem,modeling;inverse_operations,130,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_014,某活动门票每张 4 元，另需一次性服务费 6 元。共花 34 元，买了多少张票？,7,multiple_choice,A:8|B:6|C:7|D:9|E:28,4,alg_linear_equations;prealg_word_to_equation,word_problem_modeling;linear_equation_solving,fixed_fee_plus_rate;equation_from_context,missing_fixed_fee;division_before_subtraction_error,设买了 x 张票，列方程 4x+6=34。先减去服务费，再除以单价，得 $x=7$。,CN Junior High Math,一元一次方程,cn-junior-g7-linear-equation-applications,七年级：一元一次方程应用,21113,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0102; pages=289-290; lesson=13; column=thinking_training,Honors,Algebra Readiness,cn_g7_linear_equation_word_problem,modeling;inverse_operations,130,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_015,某活动门票每张 6 元，另需一次性服务费 2 元。共花 44 元，买了多少张票？,7,multiple_choice,A:12|B:7|C:42|D:8|E:6,4,alg_linear_equations;prealg_word_to_equation,word_problem_modeling;linear_equation_solving,fixed_fee_plus_rate;equation_from_context,missing_fixed_fee;division_before_subtraction_error,设买了 x 张票，列方程 6x+2=44。先减去服务费，再除以单价，得 $x=7$。,CN Junior High Math,一元一次方程,cn-junior-g7-linear-equation-applications,七年级：一元一次方程应用,21114,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0063; pages=200-200; lesson=16; column=thinking_training,Honors,Algebra Readiness,cn_g7_linear_equation_word_problem,modeling;inverse_operations,130,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_016,某活动门票每张 3 元，另需一次性服务费 8 元。共花 35 元，买了多少张票？,9,multiple_choice,A:9|B:12|C:27|D:10|E:8,4,alg_linear_equations;prealg_word_to_equation,word_problem_modeling;linear_equation_solving,fixed_fee_plus_rate;equation_from_context,missing_fixed_fee;division_before_subtraction_error,设买了 x 张票，列方程 3x+8=35。先减去服务费，再除以单价，得 $x=9$。,CN Junior High Math,一元一次方程,cn-junior-g7-linear-equation-applications,七年级：一元一次方程应用,21115,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0070; pages=212-217; lesson=16; column=competition_boost,Honors,Algebra Readiness,cn_g7_linear_equation_word_problem,modeling;inverse_operations,130,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_017,某活动门票每张 7 元，另需一次性服务费 1 元。共花 50 元，买了多少张票？,7,multiple_choice,A:49|B:8|C:6|D:12|E:7,4,alg_linear_equations;prealg_word_to_equation,word_problem_modeling;linear_equation_solving,fixed_fee_plus_rate;equation_from_context,missing_fixed_fee;division_before_subtraction_error,设买了 x 张票，列方程 7x+1=50。先减去服务费，再除以单价，得 $x=7$。,CN Junior High Math,一元一次方程,cn-junior-g7-linear-equation-applications,七年级：一元一次方程应用,21116,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0064; pages=200-202; lesson=16; column=worked_example,Honors,Algebra Readiness,cn_g7_linear_equation_word_problem,modeling;inverse_operations,130,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_018,某活动门票每张 8 元，另需一次性服务费 5 元。共花 61 元，买了多少张票？,7,multiple_choice,A:56|B:6|C:12|D:7|E:8,4,alg_linear_equations;prealg_word_to_equation,word_problem_modeling;linear_equation_solving,fixed_fee_plus_rate;equation_from_context,missing_fixed_fee;division_before_subtraction_error,设买了 x 张票，列方程 8x+5=61。先减去服务费，再除以单价，得 $x=7$。,CN Junior High Math,一元一次方程,cn-junior-g7-linear-equation-applications,七年级：一元一次方程应用,21117,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0095; pages=279-280; lesson=4; column=thinking_training,Honors,Algebra Readiness,cn_g7_linear_equation_word_problem,modeling;inverse_operations,130,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
cn_jzs_jr_g7_b2_019,解不等式：-2x+3<-5，正确结果是哪一项？,x>4,multiple_choice,A:x<3|B:x=4|C:x>4|D:x<4|E:x>3,4,alg_linear_inequalities;alg_linear_equations;arith_integers,negative_coefficient_inequality;inverse_operations,inequality_sign_flip;linear_inequality,inequality_direction_error;negative_division_error,先移项：-2x<-8。两边除以负数 -2 时，不等号方向要改变，所以 x>4。,CN Junior High Math,不等式,cn-junior-g7-negative-inequalities,七年级：负系数不等式,21118,jianzisheng_cn_junior_grade7_batch2_v0,尖子生高分题库7年级.pdf; block=grade7_b0082; pages=238-240; lesson=22; column=thinking_training,Honors,Algebra Readiness,cn_g7_negative_coefficient_inequality,relation_reasoning;signed_number_fluency,130,Grade 7 junior-high pilot item generated from cleaned OCR coverage signals. Original-equivalent project-native content; no full textbook exercise text is reproduced.,zh,CN,CN,中文校内,初中,pilot
