id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes,language,curriculum_system,region,display_track,grade_band,content_status
cn_jzs_elem_b7_g1_001,"观察数列：68, 69, __, 71, 72。空格里应填多少？",70,multiple_choice,A:70|B:69|C:71|D:73|E:75,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 1，所以 69 后面再加 1，中间空格是 70。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,17600,jianzisheng_cn_elementary_batch7_v0,尖子生高分题库1年级.pdf; block=grade1_b0205; pages=173-173; lesson=13; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch7 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b7_g1_002,"观察数列：75, 78, __, 84, 87。空格里应填多少？",81,multiple_choice,A:78|B:84|C:90|D:80|E:81,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 3，所以 78 后面再加 3，中间空格是 81。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,17601,jianzisheng_cn_elementary_batch7_v0,尖子生高分题库1年级.pdf; block=grade1_b0206; pages=173-173; lesson=13; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch7 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b7_g1_003,"观察数列：82, 86, __, 94, 98。空格里应填多少？",90,multiple_choice,A:94|B:102|C:89|D:90|E:86,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 4，所以 86 后面再加 4，中间空格是 90。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,17602,jianzisheng_cn_elementary_batch7_v0,尖子生高分题库1年级.pdf; block=grade1_b0207; pages=173-173; lesson=13; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch7 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b7_g1_004,"观察数列：89, 90, __, 92, 93。空格里应填多少？",91,multiple_choice,A:94|B:96|C:91|D:90|E:92,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 1，所以 90 后面再加 1，中间空格是 91。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,17603,jianzisheng_cn_elementary_batch7_v0,尖子生高分题库1年级.pdf; block=grade1_b0209; pages=174-174; lesson=14; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch7 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b7_g1_005,"观察数列：16, 18, __, 22, 24。空格里应填多少？",20,multiple_choice,A:19|B:20|C:18|D:22|E:26,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 2，所以 18 后面再加 2，中间空格是 20。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,17604,jianzisheng_cn_elementary_batch7_v0,尖子生高分题库1年级.pdf; block=grade1_b0211; pages=174-174; lesson=14; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch7 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b7_g1_006,"观察数列：23, 26, __, 32, 35。空格里应填多少？",29,multiple_choice,A:29|B:26|C:32|D:38|E:28,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 3，所以 26 后面再加 3，中间空格是 29。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,17605,jianzisheng_cn_elementary_batch7_v0,尖子生高分题库1年级.pdf; block=grade1_b0212; pages=174-174; lesson=14; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch7 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b7_g1_007,"观察数列：30, 31, __, 33, 34。空格里应填多少？",32,multiple_choice,A:31|B:33|C:35|D:37|E:32,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 1，所以 31 后面再加 1，中间空格是 32。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,17606,jianzisheng_cn_elementary_batch7_v0,尖子生高分题库1年级.pdf; block=grade1_b0220; pages=176-176; lesson=16; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch7 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b7_g1_008,"观察数列：37, 39, __, 43, 45。空格里应填多少？",41,multiple_choice,A:43|B:47|C:40|D:41|E:39,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 2，所以 39 后面再加 2，中间空格是 41。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,17607,jianzisheng_cn_elementary_batch7_v0,尖子生高分题库1年级.pdf; block=grade1_b0221; pages=176-176; lesson=16; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch7 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b7_g2_001,有 10 包贴纸，每包 8 张，送给同学 2 张后，还剩多少张？,78,multiple_choice,A:78|B:16|C:82|D:60|E:80,2,arith_natural_numbers,multiplication_modeling;two_step_word_problem,part_whole_reasoning;operation_selection,operation_selection_error;one_step_only_error,先求一共有 $10 \\times 8$ = 80，再减去送出或借出的 2，剩 78。,CN Primary Math,应用题基础,cn-primary-g2-word-arithmetic,二年级：乘法模型与两步应用题,17700,jianzisheng_cn_elementary_batch7_v0,尖子生高分题库2年级.pdf; block=grade2_b0107; pages=102-102; lesson=17; column=thinking_training,Foundation,Foundation,cn_two_step_word_problem,operation_selection;modeling_transfer,80,batch7 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b7_g2_002,有 11 包贴纸，每包 9 张，送给同学 3 张后，还剩多少张？,96,multiple_choice,A:17|B:102|C:66|D:99|E:96,2,arith_natural_numbers,multiplication_modeling;two_step_word_problem,part_whole_reasoning;operation_selection,operation_selection_error;one_step_only_error,先求一共有 $11 \\times 9$ = 99，再减去送出或借出的 3，剩 96。,CN Primary Math,应用题基础,cn-primary-g2-word-arithmetic,二年级：乘法模型与两步应用题,17701,jianzisheng_cn_elementary_batch7_v0,尖子生高分题库2年级.pdf; block=grade2_b0108; pages=102-102; lesson=17; column=thinking_training,Foundation,Foundation,cn_two_step_word_problem,operation_selection;modeling_transfer,80,batch7 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
