problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_elem_b7_g1_001,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 1，所以 69 后面再加 1，中间空格是 70。 Step 3: 检查答案格式，得到 70。,只看最后一个数，没有确认前面每一步的变化。,答案 70 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 1，所以 69 后面再加 1，中间空格是 70。,把递增规律改成递减规律。
cn_jzs_elem_b7_g1_002,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 3，所以 78 后面再加 3，中间空格是 81。 Step 3: 检查答案格式，得到 81。,只看最后一个数，没有确认前面每一步的变化。,答案 81 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 3，所以 78 后面再加 3，中间空格是 81。,把递增规律改成递减规律。
cn_jzs_elem_b7_g1_003,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 4，所以 86 后面再加 4，中间空格是 90。 Step 3: 检查答案格式，得到 90。,只看最后一个数，没有确认前面每一步的变化。,答案 90 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 4，所以 86 后面再加 4，中间空格是 90。,把递增规律改成递减规律。
cn_jzs_elem_b7_g1_004,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 1，所以 90 后面再加 1，中间空格是 91。 Step 3: 检查答案格式，得到 91。,只看最后一个数，没有确认前面每一步的变化。,答案 91 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 1，所以 90 后面再加 1，中间空格是 91。,把递增规律改成递减规律。
cn_jzs_elem_b7_g1_005,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 2，所以 18 后面再加 2，中间空格是 20。 Step 3: 检查答案格式，得到 20。,只看最后一个数，没有确认前面每一步的变化。,答案 20 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 2，所以 18 后面再加 2，中间空格是 20。,把递增规律改成递减规律。
cn_jzs_elem_b7_g1_006,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 3，所以 26 后面再加 3，中间空格是 29。 Step 3: 检查答案格式，得到 29。,只看最后一个数，没有确认前面每一步的变化。,答案 29 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 3，所以 26 后面再加 3，中间空格是 29。,把递增规律改成递减规律。
cn_jzs_elem_b7_g1_007,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 1，所以 31 后面再加 1，中间空格是 32。 Step 3: 检查答案格式，得到 32。,只看最后一个数，没有确认前面每一步的变化。,答案 32 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 1，所以 31 后面再加 1，中间空格是 32。,把递增规律改成递减规律。
cn_jzs_elem_b7_g1_008,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 2，所以 39 后面再加 2，中间空格是 41。 Step 3: 检查答案格式，得到 41。,只看最后一个数，没有确认前面每一步的变化。,答案 41 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 2，所以 39 后面再加 2，中间空格是 41。,把递增规律改成递减规律。
cn_jzs_elem_b7_g2_001,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $10 \\times 8$ = 80，再减去送出或借出的 2，剩 78。 Step 3: 检查答案格式，得到 78。,把盒数和每盒数量直接相加。,答案 78 正确，因为它保持了题目中的数量关系。先求一共有 $10 \\times 8$ = 80，再减去送出或借出的 2，剩 78。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b7_g2_002,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $11 \\times 9$ = 99，再减去送出或借出的 3，剩 96。 Step 3: 检查答案格式，得到 96。,把盒数和每盒数量直接相加。,答案 96 正确，因为它保持了题目中的数量关系。先求一共有 $11 \\times 9$ = 99，再减去送出或借出的 3，剩 96。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b7_g2_003,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $4 \\times 10$ = 40，再减去送出或借出的 4，剩 36。 Step 3: 检查答案格式，得到 36。,把盒数和每盒数量直接相加。,答案 36 正确，因为它保持了题目中的数量关系。先求一共有 $4 \\times 10$ = 40，再减去送出或借出的 4，剩 36。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b7_g2_004,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $5 \\times 12$ = 60，再减去送出或借出的 5，剩 55。 Step 3: 检查答案格式，得到 55。,把盒数和每盒数量直接相加。,答案 55 正确，因为它保持了题目中的数量关系。先求一共有 $5 \\times 12$ = 60，再减去送出或借出的 5，剩 55。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b7_g2_005,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $6 \\times 6$ = 36，再减去送出或借出的 6，剩 30。 Step 3: 检查答案格式，得到 30。,把盒数和每盒数量直接相加。,答案 30 正确，因为它保持了题目中的数量关系。先求一共有 $6 \\times 6$ = 36，再减去送出或借出的 6，剩 30。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b7_g2_006,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $7 \\times 7$ = 49，再减去送出或借出的 2，剩 47。 Step 3: 检查答案格式，得到 47。,把盒数和每盒数量直接相加。,答案 47 正确，因为它保持了题目中的数量关系。先求一共有 $7 \\times 7$ = 49，再减去送出或借出的 2，剩 47。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b7_g2_007,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $8 \\times 9$ = 72，再减去送出或借出的 3，剩 69。 Step 3: 检查答案格式，得到 69。,把盒数和每盒数量直接相加。,答案 69 正确，因为它保持了题目中的数量关系。先求一共有 $8 \\times 9$ = 72，再减去送出或借出的 3，剩 69。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b7_g2_008,先求总数。,借出以后要从总数里减去。,Step 1: 先求总数。 Step 2: 先求一共有 $9 \\times 10$ = 90，再减去送出或借出的 4，剩 86。 Step 3: 检查答案格式，得到 86。,把盒数和每盒数量直接相加。,答案 86 正确，因为它保持了题目中的数量关系。先求一共有 $9 \\times 10$ = 90，再减去送出或借出的 4，剩 86。,改成又买来若干支，练习先乘后加。
cn_jzs_elem_b7_g3_001,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 90 = $3 \\times 30$ + 0，所以可以分成 30 整组，还剩 0 个。 Step 3: 检查答案格式，得到 30,0。",看到有剩余就把商多加 1。,"答案 30,0 正确，因为它保持了题目中的数量关系。90 = $3 \\times 30$ + 0，所以可以分成 30 整组，还剩 0 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b7_g3_002,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 135 = $4 \\times 33$ + 3，所以可以分成 33 整组，还剩 3 个。 Step 3: 检查答案格式，得到 33,3。",看到有剩余就把商多加 1。,"答案 33,3 正确，因为它保持了题目中的数量关系。135 = $4 \\times 33$ + 3，所以可以分成 33 整组，还剩 3 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b7_g3_003,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 61 = $5 \\times 12$ + 1，所以可以分成 12 整组，还剩 1 个。 Step 3: 检查答案格式，得到 12,1。",看到有剩余就把商多加 1。,"答案 12,1 正确，因为它保持了题目中的数量关系。61 = $5 \\times 12$ + 1，所以可以分成 12 整组，还剩 1 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b7_g3_004,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 93 = $6 \\times 15$ + 3，所以可以分成 15 整组，还剩 3 个。 Step 3: 检查答案格式，得到 15,3。",看到有剩余就把商多加 1。,"答案 15,3 正确，因为它保持了题目中的数量关系。93 = $6 \\times 15$ + 3，所以可以分成 15 整组，还剩 3 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b7_g3_005,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 128 = $7 \\times 18$ + 2，所以可以分成 18 整组，还剩 2 个。 Step 3: 检查答案格式，得到 18,2。",看到有剩余就把商多加 1。,"答案 18,2 正确，因为它保持了题目中的数量关系。128 = $7 \\times 18$ + 2，所以可以分成 18 整组，还剩 2 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b7_g3_006,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 171 = $8 \\times 21$ + 3，所以可以分成 21 整组，还剩 3 个。 Step 3: 检查答案格式，得到 21,3。",看到有剩余就把商多加 1。,"答案 21,3 正确，因为它保持了题目中的数量关系。171 = $8 \\times 21$ + 3，所以可以分成 21 整组，还剩 3 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b7_g3_007,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 72 = $3 \\times 24$ + 0，所以可以分成 24 整组，还剩 0 个。 Step 3: 检查答案格式，得到 24,0。",看到有剩余就把商多加 1。,"答案 24,0 正确，因为它保持了题目中的数量关系。72 = $3 \\times 24$ + 0，所以可以分成 24 整组，还剩 0 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b7_g3_008,把总数写成 除数 x 商 + 余数。,余数一定小于每组的个数。,"Step 1: 把总数写成 除数 x 商 + 余数。 Step 2: 109 = $4 \\times 27$ + 1，所以可以分成 27 整组，还剩 1 个。 Step 3: 检查答案格式，得到 27,1。",看到有剩余就把商多加 1。,"答案 27,1 正确，因为它保持了题目中的数量关系。109 = $4 \\times 27$ + 1，所以可以分成 27 整组，还剩 1 个。",改成按颜色循环排列，求某个位置的颜色。
cn_jzs_elem_b7_g4_001,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $12 \\times 5$ = 60 平方厘米。 Step 3: 检查答案格式，得到 60。,把面积公式和周长公式混用。,答案 60 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $12 \\times 5$ = 60 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b7_g4_002,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $14 \\times 6$ = 84 平方厘米。 Step 3: 检查答案格式，得到 84。,把面积公式和周长公式混用。,答案 84 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $14 \\times 6$ = 84 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b7_g4_003,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $16 \\times 7$ = 112 平方厘米。 Step 3: 检查答案格式，得到 112。,把面积公式和周长公式混用。,答案 112 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $16 \\times 7$ = 112 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b7_g4_004,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $18 \\times 8$ = 144 平方厘米。 Step 3: 检查答案格式，得到 144。,把面积公式和周长公式混用。,答案 144 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $18 \\times 8$ = 144 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b7_g4_005,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $20 \\times 9$ = 180 平方厘米。 Step 3: 检查答案格式，得到 180。,把面积公式和周长公式混用。,答案 180 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $20 \\times 9$ = 180 平方厘米。,给出面积和长，反求宽。
cn_jzs_elem_b7_g4_006,判断题目问的是面积还是周长。,长方形面积用长乘宽。,Step 1: 判断题目问的是面积还是周长。 Step 2: 长方形面积 = 长 x 宽 = $22 \\times 10$ = 220 平方厘米。 Step 3: 检查答案格式，得到 220。,把面积公式和周长公式混用。,答案 220 正确，因为它保持了题目中的数量关系。长方形面积 = 长 x 宽 = $22 \\times 10$ = 220 平方厘米。,给出面积和长，反求宽。
