problem_id,choice_label,value,misconception,cognitive_tag,explanation
cn_jzs_jr_g8_pilot_001,B,x>13,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_001,C,x<13,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_001,D,3≤x≤13,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_001,E,x>3,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_002,A,x>15,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_002,B,x<15,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_002,C,3≤x≤15,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_002,D,x>3,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_003,A,x<17,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_003,B,3≤x≤17,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_003,C,x>3,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_003,E,x>17,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_004,A,3≤x≤19,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_004,B,x>3,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_004,D,x>19,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_004,E,x<19,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_005,A,88,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_005,C,102,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_005,D,142,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_005,E,116,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_006,B,103,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_006,C,138,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_006,D,119,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_006,E,87,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_007,A,104,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_007,B,134,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_007,C,122,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_007,D,86,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_008,A,130,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_008,B,125,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_008,C,85,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_008,E,105,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g8_pilot_009,A,AAS,criterion_selection_error,proof_reasoning,这个选项通常来自全等判定条件选择错误。
cn_jzs_jr_g8_pilot_009,B,HL,criterion_selection_error,proof_reasoning,这个选项通常来自全等判定条件选择错误。
cn_jzs_jr_g8_pilot_009,D,AAA,criterion_selection_error,proof_reasoning,这个选项通常来自全等判定条件选择错误。
cn_jzs_jr_g8_pilot_009,E,SSA,criterion_selection_error,proof_reasoning,这个选项通常来自全等判定条件选择错误。
cn_jzs_jr_g8_pilot_010,A,HL,criterion_selection_error,proof_reasoning,这个选项通常来自全等判定条件选择错误。
cn_jzs_jr_g8_pilot_010,C,AAA,criterion_selection_error,proof_reasoning,这个选项通常来自全等判定条件选择错误。
cn_jzs_jr_g8_pilot_010,D,SSA,criterion_selection_error,proof_reasoning,这个选项通常来自全等判定条件选择错误。
cn_jzs_jr_g8_pilot_010,E,AAS,criterion_selection_error,proof_reasoning,这个选项通常来自全等判定条件选择错误。
cn_jzs_jr_g8_pilot_011,B,AAA,criterion_selection_error,proof_reasoning,这个选项通常来自全等判定条件选择错误。
cn_jzs_jr_g8_pilot_011,C,SSA,criterion_selection_error,proof_reasoning,这个选项通常来自全等判定条件选择错误。
cn_jzs_jr_g8_pilot_011,D,AAS,criterion_selection_error,proof_reasoning,这个选项通常来自全等判定条件选择错误。
cn_jzs_jr_g8_pilot_011,E,HL,criterion_selection_error,proof_reasoning,这个选项通常来自全等判定条件选择错误。
