problem_id,choice_label,value,misconception,cognitive_tag,explanation
cn_jzs_jr_g9_pilot_001,B,-2,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_001,C,-4,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_001,D,3,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_001,E,7,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_002,A,-3,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_002,B,-6,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_002,C,5,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_002,D,4,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_003,A,-8,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_003,B,1,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_003,C,3,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_003,E,-2,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_004,A,-8,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_004,B,0,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_004,D,1,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_004,E,2,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_005,A,0,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_005,C,1,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_005,D,4,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_005,E,-3,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_006,B,-5,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_006,C,-10,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_006,D,7,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_006,E,6,constraint_reasoning_error,formula_selection,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_007,A,-2或-5,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_007,B,7,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_007,C,10,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_007,D,3或6,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_008,A,10,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_008,B,21,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_008,C,4或8,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_008,E,-3或-7,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_009,A,-4,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_009,B,0或5,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_009,D,1或-4,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_009,E,3,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_010,A,-1或7,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_010,C,2或-6,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_010,D,4,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_010,E,-12,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_011,B,-1或-8,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_011,C,9,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_011,D,8,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_011,E,2或9,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_012,A,3或-5,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_012,B,2,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_012,C,-15,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_012,D,-2或6,constraint_reasoning_error,factor_structure,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g9_pilot_013,A,100,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_013,B,50,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_013,C,30,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_013,E,80,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_014,A,60,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_014,B,40,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_014,D,100,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_014,E,80,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_015,A,65,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_015,C,120,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_015,D,70,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_015,E,50,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_016,B,140,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_016,C,40,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_016,D,80,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_016,E,60,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_017,A,160,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_017,B,20,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_017,C,90,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_017,D,70,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_018,A,110,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_018,B,45,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_018,C,25,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_018,E,70,angle_sum_error,geometric_reasoning,这个选项通常来自三角形角和关系使用错误。
cn_jzs_jr_g9_pilot_019,A,18π,area_formula_error,formula_selection,这个选项通常来自面积公式或单位关系使用错误。
cn_jzs_jr_g9_pilot_019,B,9,area_formula_error,formula_selection,这个选项通常来自面积公式或单位关系使用错误。
cn_jzs_jr_g9_pilot_019,D,6π,area_formula_error,formula_selection,这个选项通常来自面积公式或单位关系使用错误。
cn_jzs_jr_g9_pilot_019,E,3π,area_formula_error,formula_selection,这个选项通常来自面积公式或单位关系使用错误。
cn_jzs_jr_g9_pilot_020,A,16,area_formula_error,formula_selection,这个选项通常来自面积公式或单位关系使用错误。
cn_jzs_jr_g9_pilot_020,C,8π,area_formula_error,formula_selection,这个选项通常来自面积公式或单位关系使用错误。
cn_jzs_jr_g9_pilot_020,D,4π,area_formula_error,formula_selection,这个选项通常来自面积公式或单位关系使用错误。
cn_jzs_jr_g9_pilot_020,E,32π,area_formula_error,formula_selection,这个选项通常来自面积公式或单位关系使用错误。
