id,statement,answer,answer_type,choices,difficulty,concepts,skills,patterns,misconceptions,solution,course,theme,chapter,chapter_title,sequence,source_collection,source_file,taxonomy_layer,taxonomy_stage,problem_type,cognitive_tags,estimated_time_seconds,notes,language,curriculum_system,region,display_track,grade_band,content_status
cn_jzs_elem_b4_g1_001,"观察数列：27, 28, 29, 30, __。空格里应填多少？",31,multiple_choice,A:31|B:30|C:32|D:35|E:36,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 1，所以最后一个已知数 30 后面再加 1，得到 31。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,15800,jianzisheng_cn_elementary_batch4_v0,尖子生高分题库1年级.pdf; block=grade1_b0218; pages=176-176; lesson=14; column=competition_boost,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch4 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b4_g1_002,"观察数列：28, 30, 32, 34, __。空格里应填多少？",36,multiple_choice,A:34|B:38|C:35|D:41|E:36,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 2，所以最后一个已知数 34 后面再加 2，得到 36。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,15801,jianzisheng_cn_elementary_batch4_v0,尖子生高分题库1年级.pdf; block=grade1_b0223; pages=177-177; lesson=16; column=competition_boost,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch4 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b4_g1_003,"观察数列：29, 32, 35, 38, __。空格里应填多少？",41,multiple_choice,A:44|B:40|C:46|D:41|E:38,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 3，所以最后一个已知数 38 后面再加 3，得到 41。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,15802,jianzisheng_cn_elementary_batch4_v0,尖子生高分题库1年级.pdf; block=grade1_b0017; pages=28-28; lesson=3; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch4 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b4_g1_004,"观察数列：30, 31, 32, 33, __。空格里应填多少？",34,multiple_choice,A:38|B:39|C:34|D:33|E:35,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 1，所以最后一个已知数 33 后面再加 1，得到 34。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,15803,jianzisheng_cn_elementary_batch4_v0,尖子生高分题库1年级.pdf; block=grade1_b0020; pages=30-30; lesson=3; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch4 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b4_g1_005,"观察数列：31, 33, 35, 37, __。空格里应填多少？",39,multiple_choice,A:44|B:39|C:37|D:41|E:38,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 2，所以最后一个已知数 37 后面再加 2，得到 39。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,15804,jianzisheng_cn_elementary_batch4_v0,尖子生高分题库1年级.pdf; block=grade1_b0032; pages=46-48; lesson=4; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch4 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b4_g1_006,"观察数列：32, 35, 38, 41, __。空格里应填多少？",44,multiple_choice,A:44|B:41|C:47|D:43|E:49,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 3，所以最后一个已知数 41 后面再加 3，得到 44。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,15805,jianzisheng_cn_elementary_batch4_v0,尖子生高分题库1年级.pdf; block=grade1_b0039; pages=57-58; lesson=6; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch4 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b4_g1_007,"观察数列：33, 34, 35, 36, __。空格里应填多少？",37,multiple_choice,A:36|B:38|C:41|D:42|E:37,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 1，所以最后一个已知数 36 后面再加 1，得到 37。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,15806,jianzisheng_cn_elementary_batch4_v0,尖子生高分题库1年级.pdf; block=grade1_b0048; pages=66-66; lesson=8; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch4 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b4_g1_008,"观察数列：34, 36, 38, 40, __。空格里应填多少？",42,multiple_choice,A:44|B:41|C:47|D:42|E:40,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 2，所以最后一个已知数 40 后面再加 2，得到 42。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,15807,jianzisheng_cn_elementary_batch4_v0,尖子生高分题库1年级.pdf; block=grade1_b0050; pages=67-70; lesson=8; column=competition_boost,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch4 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b4_g1_009,"观察数列：35, 38, 41, 44, __。空格里应填多少？",47,multiple_choice,A:46|B:52|C:47|D:44|E:50,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 3，所以最后一个已知数 44 后面再加 3，得到 47。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,15808,jianzisheng_cn_elementary_batch4_v0,尖子生高分题库1年级.pdf; block=grade1_b0052; pages=70-71; lesson=8; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch4 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b4_g1_010,"观察数列：36, 37, 38, 39, __。空格里应填多少？",40,multiple_choice,A:45|B:40|C:39|D:41|E:44,1,arith_natural_numbers,sequence_observation;addition_fluency,constant_difference_pattern;number_sequence,endpoint_error;skip_count_error,相邻两个数每次都增加 1，所以最后一个已知数 39 后面再加 1，得到 40。,CN Primary Math,数与规律,cn-primary-g1-number-patterns,一年级：数的认识与找规律,15809,jianzisheng_cn_elementary_batch4_v0,尖子生高分题库1年级.pdf; block=grade1_b0084; pages=102-102; lesson=14; column=thinking_training,Foundation,Foundation,cn_number_pattern,pattern_recognition;fluency_precision,60,batch4 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b4_g2_001,有 27 盒彩笔，每盒 8 支，借给同学 2 支后，还剩多少支？,214,multiple_choice,A:214|B:33|C:218|D:162|E:216,2,arith_natural_numbers,multiplication_modeling;two_step_word_problem,part_whole_reasoning;operation_selection,operation_selection_error;one_step_only_error,先求一共有 $27 \\times 8$ = 216 支，再减去借出的 2 支，剩 214 支。,CN Primary Math,应用题基础,cn-primary-g2-word-arithmetic,二年级：乘法模型与两步应用题,15900,jianzisheng_cn_elementary_batch4_v0,尖子生高分题库2年级.pdf; block=grade2_b0092; pages=84-86; lesson=14; column=competition_boost,Foundation,Foundation,cn_two_step_word_problem,operation_selection;modeling_transfer,80,batch4 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
cn_jzs_elem_b4_g2_002,有 28 盒彩笔，每盒 4 支，借给同学 3 支后，还剩多少支？,109,multiple_choice,A:29|B:115|C:28|D:112|E:109,2,arith_natural_numbers,multiplication_modeling;two_step_word_problem,part_whole_reasoning;operation_selection,operation_selection_error;one_step_only_error,先求一共有 $28 \\times 4$ = 112 支，再减去借出的 3 支，剩 109 支。,CN Primary Math,应用题基础,cn-primary-g2-word-arithmetic,二年级：乘法模型与两步应用题,15901,jianzisheng_cn_elementary_batch4_v0,尖子生高分题库2年级.pdf; block=grade2_b0109; pages=102-104; lesson=17; column=competition_boost,Foundation,Foundation,cn_two_step_word_problem,operation_selection;modeling_transfer,80,batch4 Chinese elementary item generated from cleaned OCR review signals. Uses original-equivalent auto-gradable content; source block is retained only for QA traceability.,zh,CN,CN,中文校内,小学,pilot
