problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_elem_b4_g1_001,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 1，所以最后一个已知数 30 后面再加 1，得到 31。 Step 3: 检查答案格式，得到 31。,只看最后一个数，没有确认前面每一步的变化。,答案 31 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 1，所以最后一个已知数 30 后面再加 1，得到 31。,把递增规律改成递减规律。
cn_jzs_elem_b4_g1_002,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 2，所以最后一个已知数 34 后面再加 2，得到 36。 Step 3: 检查答案格式，得到 36。,只看最后一个数，没有确认前面每一步的变化。,答案 36 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 2，所以最后一个已知数 34 后面再加 2，得到 36。,把递增规律改成递减规律。
cn_jzs_elem_b4_g1_003,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 3，所以最后一个已知数 38 后面再加 3，得到 41。 Step 3: 检查答案格式，得到 41。,只看最后一个数，没有确认前面每一步的变化。,答案 41 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 3，所以最后一个已知数 38 后面再加 3，得到 41。,把递增规律改成递减规律。
cn_jzs_elem_b4_g1_004,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 1，所以最后一个已知数 33 后面再加 1，得到 34。 Step 3: 检查答案格式，得到 34。,只看最后一个数，没有确认前面每一步的变化。,答案 34 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 1，所以最后一个已知数 33 后面再加 1，得到 34。,把递增规律改成递减规律。
cn_jzs_elem_b4_g1_005,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 2，所以最后一个已知数 37 后面再加 2，得到 39。 Step 3: 检查答案格式，得到 39。,只看最后一个数，没有确认前面每一步的变化。,答案 39 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 2，所以最后一个已知数 37 后面再加 2，得到 39。,把递增规律改成递减规律。
cn_jzs_elem_b4_g1_006,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 3，所以最后一个已知数 41 后面再加 3，得到 44。 Step 3: 检查答案格式，得到 44。,只看最后一个数，没有确认前面每一步的变化。,答案 44 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 3，所以最后一个已知数 41 后面再加 3，得到 44。,把递增规律改成递减规律。
cn_jzs_elem_b4_g1_007,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 1，所以最后一个已知数 36 后面再加 1，得到 37。 Step 3: 检查答案格式，得到 37。,只看最后一个数，没有确认前面每一步的变化。,答案 37 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 1，所以最后一个已知数 36 后面再加 1，得到 37。,把递增规律改成递减规律。
cn_jzs_elem_b4_g1_008,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 2，所以最后一个已知数 40 后面再加 2，得到 42。 Step 3: 检查答案格式，得到 42。,只看最后一个数，没有确认前面每一步的变化。,答案 42 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 2，所以最后一个已知数 40 后面再加 2，得到 42。,把递增规律改成递减规律。
cn_jzs_elem_b4_g1_009,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 3，所以最后一个已知数 44 后面再加 3，得到 47。 Step 3: 检查答案格式，得到 47。,只看最后一个数，没有确认前面每一步的变化。,答案 47 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 3，所以最后一个已知数 44 后面再加 3，得到 47。,把递增规律改成递减规律。
cn_jzs_elem_b4_g1_010,先比较相邻两个数相差多少。,每一步的变化量相同。,Step 1: 先比较相邻两个数相差多少。 Step 2: 相邻两个数每次都增加 1，所以最后一个已知数 39 后面再加 1，得到 40。 Step 3: 检查答案格式，得到 40。,只看最后一个数，没有确认前面每一步的变化。,答案 40 正确，因为它保持了题目中的数量关系。相邻两个数每次都增加 1，所以最后一个已知数 39 后面再加 1，得到 40。,把递增规律改成递减规律。
