problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_jr_g7_b3_001,先看两个分数是否同分母。,同分母相加时只合并分子。,Step 1: 先看两个分数是否同分母。 Step 2: 同分母分数相加，分母不变，分子相加。计算后结果为 -1。 Step 3: 得到答案 -1。,把分母也相加，或忽略负号。,答案 -1 正确。同分母分数相加，分母不变，分子相加。计算后结果为 -1。,改成异分母分数，先通分再计算。
cn_jzs_jr_g7_b3_002,先看两个分数是否同分母。,同分母相加时只合并分子。,Step 1: 先看两个分数是否同分母。 Step 2: 同分母分数相加，分母不变，分子相加。计算后结果为 1。 Step 3: 得到答案 1。,把分母也相加，或忽略负号。,答案 1 正确。同分母分数相加，分母不变，分子相加。计算后结果为 1。,改成异分母分数，先通分再计算。
cn_jzs_jr_g7_b3_003,先看两个分数是否同分母。,同分母相加时只合并分子。,Step 1: 先看两个分数是否同分母。 Step 2: 同分母分数相加，分母不变，分子相加。计算后结果为 -1。 Step 3: 得到答案 -1。,把分母也相加，或忽略负号。,答案 -1 正确。同分母分数相加，分母不变，分子相加。计算后结果为 -1。,改成异分母分数，先通分再计算。
cn_jzs_jr_g7_b3_004,先看两个分数是否同分母。,同分母相加时只合并分子。,Step 1: 先看两个分数是否同分母。 Step 2: 同分母分数相加，分母不变，分子相加。计算后结果为 -1。 Step 3: 得到答案 -1。,把分母也相加，或忽略负号。,答案 -1 正确。同分母分数相加，分母不变，分子相加。计算后结果为 -1。,改成异分母分数，先通分再计算。
cn_jzs_jr_g7_b3_005,先看两个分数是否同分母。,同分母相加时只合并分子。,Step 1: 先看两个分数是否同分母。 Step 2: 同分母分数相加，分母不变，分子相加。计算后结果为 -1。 Step 3: 得到答案 -1。,把分母也相加，或忽略负号。,答案 -1 正确。同分母分数相加，分母不变，分子相加。计算后结果为 -1。,改成异分母分数，先通分再计算。
cn_jzs_jr_g7_b3_006,先看两个分数是否同分母。,同分母相加时只合并分子。,Step 1: 先看两个分数是否同分母。 Step 2: 同分母分数相加，分母不变，分子相加。计算后结果为 1。 Step 3: 得到答案 1。,把分母也相加，或忽略负号。,答案 1 正确。同分母分数相加，分母不变，分子相加。计算后结果为 1。,改成异分母分数，先通分再计算。
cn_jzs_jr_g7_b3_007,把 x 的值替换进代数式。,先乘法，再加减。,Step 1: 把 x 的值替换进代数式。 Step 2: 把 $x=4$ 代入，得到 $2 \\times 4$+3=11。 Step 3: 得到答案 11。,把 ax 误算成 a+x。,答案 11 正确。把 $x=4$ 代入，得到 $2 \\times 4$+3=11。,加入 x^2 项，练习先乘方再乘法。
cn_jzs_jr_g7_b3_008,把 x 的值替换进代数式。,先乘法，再加减。,Step 1: 把 x 的值替换进代数式。 Step 2: 把 $x=2$ 代入，得到 -$3 \\times 2$+5=-1。 Step 3: 得到答案 -1。,把 ax 误算成 a+x。,答案 -1 正确。把 $x=2$ 代入，得到 -$3 \\times 2$+5=-1。,加入 x^2 项，练习先乘方再乘法。
cn_jzs_jr_g7_b3_009,把 x 的值替换进代数式。,先乘法，再加减。,Step 1: 把 x 的值替换进代数式。 Step 2: 把 $x=3$ 代入，得到 $4 \\times 3$-7=5。 Step 3: 得到答案 5。,把 ax 误算成 a+x。,答案 5 正确。把 $x=3$ 代入，得到 $4 \\times 3$-7=5。,加入 x^2 项，练习先乘方再乘法。
cn_jzs_jr_g7_b3_010,把 x 的值替换进代数式。,先乘法，再加减。,Step 1: 把 x 的值替换进代数式。 Step 2: 把 $x=-4$ 代入，得到 -2×-4-1=7。 Step 3: 得到答案 7。,把 ax 误算成 a+x。,答案 7 正确。把 $x=-4$ 代入，得到 -2×-4-1=7。,加入 x^2 项，练习先乘方再乘法。
