problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_jr_g9_b2_001,观察二次函数是否已经写成顶点式。,当 a>0 时，顶点的纵坐标就是最小值。,Step 1: 观察二次函数是否已经写成顶点式。 Step 2: 函数写成顶点式 y=a(x-h)^2+k，且 $a=1$>0，所以最小值为 $k=-3$。 Step 3: 得到答案 -3。,把顶点横坐标或二次项系数当成最小值。,答案 -3 正确。函数写成顶点式 y=a(x-h)^2+k，且 $a=1$>0，所以最小值为 $k=-3$。,把 a 改成负数，判断最大值。
cn_jzs_jr_g9_b2_002,观察二次函数是否已经写成顶点式。,当 a>0 时，顶点的纵坐标就是最小值。,Step 1: 观察二次函数是否已经写成顶点式。 Step 2: 函数写成顶点式 y=a(x-h)^2+k，且 $a=2$>0，所以最小值为 $k=4$。 Step 3: 得到答案 4。,把顶点横坐标或二次项系数当成最小值。,答案 4 正确。函数写成顶点式 y=a(x-h)^2+k，且 $a=2$>0，所以最小值为 $k=4$。,把 a 改成负数，判断最大值。
cn_jzs_jr_g9_b2_003,观察二次函数是否已经写成顶点式。,当 a>0 时，顶点的纵坐标就是最小值。,Step 1: 观察二次函数是否已经写成顶点式。 Step 2: 函数写成顶点式 y=a(x-h)^2+k，且 $a=1$>0，所以最小值为 $k=2$。 Step 3: 得到答案 2。,把顶点横坐标或二次项系数当成最小值。,答案 2 正确。函数写成顶点式 y=a(x-h)^2+k，且 $a=1$>0，所以最小值为 $k=2$。,把 a 改成负数，判断最大值。
cn_jzs_jr_g9_b2_004,观察二次函数是否已经写成顶点式。,当 a>0 时，顶点的纵坐标就是最小值。,Step 1: 观察二次函数是否已经写成顶点式。 Step 2: 函数写成顶点式 y=a(x-h)^2+k，且 $a=3$>0，所以最小值为 $k=-5$。 Step 3: 得到答案 -5。,把顶点横坐标或二次项系数当成最小值。,答案 -5 正确。函数写成顶点式 y=a(x-h)^2+k，且 $a=3$>0，所以最小值为 $k=-5$。,把 a 改成负数，判断最大值。
cn_jzs_jr_g9_b2_005,观察二次函数是否已经写成顶点式。,当 a>0 时，顶点的纵坐标就是最小值。,Step 1: 观察二次函数是否已经写成顶点式。 Step 2: 函数写成顶点式 y=a(x-h)^2+k，且 $a=2$>0，所以最小值为 $k=1$。 Step 3: 得到答案 1。,把顶点横坐标或二次项系数当成最小值。,答案 1 正确。函数写成顶点式 y=a(x-h)^2+k，且 $a=2$>0，所以最小值为 $k=1$。,把 a 改成负数，判断最大值。
cn_jzs_jr_g9_b2_006,观察二次函数是否已经写成顶点式。,当 a>0 时，顶点的纵坐标就是最小值。,Step 1: 观察二次函数是否已经写成顶点式。 Step 2: 函数写成顶点式 y=a(x-h)^2+k，且 $a=1$>0，所以最小值为 $k=-6$。 Step 3: 得到答案 -6。,把顶点横坐标或二次项系数当成最小值。,答案 -6 正确。函数写成顶点式 y=a(x-h)^2+k，且 $a=1$>0，所以最小值为 $k=-6$。,把 a 改成负数，判断最大值。
cn_jzs_jr_g9_b2_007,顶点式中的 x-h 表示水平方向移动。,括号外的 +k 表示竖直方向移动。,"Step 1: 顶点式中的 x-h 表示水平方向移动。 Step 2: 顶点式 y=(x-h)^2+k 表示由 y=x^2 平移到顶点 (2,3)，所以答案为“向右2个单位，向上3个单位”。 Step 3: 得到答案 向右2个单位，向上3个单位。",把 x-h 的方向看反。,"答案 向右2个单位，向上3个单位 正确。顶点式 y=(x-h)^2+k 表示由 y=x^2 平移到顶点 (2,3)，所以答案为“向右2个单位，向上3个单位”。",给出平移方式，反写函数解析式。
cn_jzs_jr_g9_b2_008,顶点式中的 x-h 表示水平方向移动。,括号外的 +k 表示竖直方向移动。,"Step 1: 顶点式中的 x-h 表示水平方向移动。 Step 2: 顶点式 y=(x-h)^2+k 表示由 y=x^2 平移到顶点 (-1,4)，所以答案为“向左1个单位，向上4个单位”。 Step 3: 得到答案 向左1个单位，向上4个单位。",把 x-h 的方向看反。,"答案 向左1个单位，向上4个单位 正确。顶点式 y=(x-h)^2+k 表示由 y=x^2 平移到顶点 (-1,4)，所以答案为“向左1个单位，向上4个单位”。",给出平移方式，反写函数解析式。
cn_jzs_jr_g9_b2_009,顶点式中的 x-h 表示水平方向移动。,括号外的 +k 表示竖直方向移动。,"Step 1: 顶点式中的 x-h 表示水平方向移动。 Step 2: 顶点式 y=(x-h)^2+k 表示由 y=x^2 平移到顶点 (3,-2)，所以答案为“向右3个单位，向下2个单位”。 Step 3: 得到答案 向右3个单位，向下2个单位。",把 x-h 的方向看反。,"答案 向右3个单位，向下2个单位 正确。顶点式 y=(x-h)^2+k 表示由 y=x^2 平移到顶点 (3,-2)，所以答案为“向右3个单位，向下2个单位”。",给出平移方式，反写函数解析式。
cn_jzs_jr_g9_b2_010,顶点式中的 x-h 表示水平方向移动。,括号外的 +k 表示竖直方向移动。,"Step 1: 顶点式中的 x-h 表示水平方向移动。 Step 2: 顶点式 y=(x-h)^2+k 表示由 y=x^2 平移到顶点 (-2,-5)，所以答案为“向左2个单位，向下5个单位”。 Step 3: 得到答案 向左2个单位，向下5个单位。",把 x-h 的方向看反。,"答案 向左2个单位，向下5个单位 正确。顶点式 y=(x-h)^2+k 表示由 y=x^2 平移到顶点 (-2,-5)，所以答案为“向左2个单位，向下5个单位”。",给出平移方式，反写函数解析式。
cn_jzs_jr_g9_b2_011,顶点式中的 x-h 表示水平方向移动。,括号外的 +k 表示竖直方向移动。,"Step 1: 顶点式中的 x-h 表示水平方向移动。 Step 2: 顶点式 y=(x-h)^2+k 表示由 y=x^2 平移到顶点 (4,1)，所以答案为“向右4个单位，向上1个单位”。 Step 3: 得到答案 向右4个单位，向上1个单位。",把 x-h 的方向看反。,"答案 向右4个单位，向上1个单位 正确。顶点式 y=(x-h)^2+k 表示由 y=x^2 平移到顶点 (4,1)，所以答案为“向右4个单位，向上1个单位”。",给出平移方式，反写函数解析式。
cn_jzs_jr_g9_b2_012,顶点式中的 x-h 表示水平方向移动。,括号外的 +k 表示竖直方向移动。,"Step 1: 顶点式中的 x-h 表示水平方向移动。 Step 2: 顶点式 y=(x-h)^2+k 表示由 y=x^2 平移到顶点 (-3,2)，所以答案为“向左3个单位，向上2个单位”。 Step 3: 得到答案 向左3个单位，向上2个单位。",把 x-h 的方向看反。,"答案 向左3个单位，向上2个单位 正确。顶点式 y=(x-h)^2+k 表示由 y=x^2 平移到顶点 (-3,2)，所以答案为“向左3个单位，向上2个单位”。",给出平移方式，反写函数解析式。
cn_jzs_jr_g9_b2_013,面积是二维量，比例会平方。,把边长比的两个数分别平方。,Step 1: 面积是二维量，比例会平方。 Step 2: 相似图形面积比等于边长比的平方，所以面积比为 $2^2$:$3^2$=4:9。 Step 3: 得到答案 4:9。,直接把边长比当作面积比。,答案 4:9 正确。相似图形面积比等于边长比的平方，所以面积比为 $2^2$:$3^2$=4:9。,给出面积比，反求边长比。
cn_jzs_jr_g9_b2_014,面积是二维量，比例会平方。,把边长比的两个数分别平方。,Step 1: 面积是二维量，比例会平方。 Step 2: 相似图形面积比等于边长比的平方，所以面积比为 $3^2$:$5^2$=9:25。 Step 3: 得到答案 9:25。,直接把边长比当作面积比。,答案 9:25 正确。相似图形面积比等于边长比的平方，所以面积比为 $3^2$:$5^2$=9:25。,给出面积比，反求边长比。
cn_jzs_jr_g9_b2_015,面积是二维量，比例会平方。,把边长比的两个数分别平方。,Step 1: 面积是二维量，比例会平方。 Step 2: 相似图形面积比等于边长比的平方，所以面积比为 $4^2$:$7^2$=16:49。 Step 3: 得到答案 16:49。,直接把边长比当作面积比。,答案 16:49 正确。相似图形面积比等于边长比的平方，所以面积比为 $4^2$:$7^2$=16:49。,给出面积比，反求边长比。
