problem_id,choice_label,value,misconception,cognitive_tag,explanation
cn_jzs_elem_pilot_g1_001,B,6,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_001,C,8,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_001,D,11,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_001,E,12,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_002,A,10,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_002,B,14,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_002,C,11,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_002,D,17,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_003,A,20,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_003,B,16,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_003,C,22,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_003,E,14,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_004,A,14,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_004,B,15,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_004,D,9,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_004,E,11,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_005,A,20,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_005,C,13,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_005,D,17,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_005,E,14,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_006,B,17,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_006,C,23,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_006,D,19,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g1_006,E,25,pattern_step_error,pattern_recognition,这个选项通常来自规律步长判断错误。
cn_jzs_elem_pilot_g2_001,B,5,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_001,C,14,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_001,D,6,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_001,E,12,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_002,A,6,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_002,B,23,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_002,C,8,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_002,D,20,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_003,A,34,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_003,B,10,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_003,C,30,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_003,E,7,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_004,A,12,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_004,B,42,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_004,D,8,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_004,E,47,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_005,A,56,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_005,C,13,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_005,D,58,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_005,E,42,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_006,B,9,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_006,C,35,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_006,D,8,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g2_006,E,32,operation_error,operation_selection,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g3_001,B,"9,0",remainder_format_error,number_structure,这个选项通常来自余数或答案格式理解错误。
cn_jzs_elem_pilot_g3_001,C,"8,4",remainder_format_error,number_structure,这个选项通常来自余数或答案格式理解错误。
cn_jzs_elem_pilot_g3_001,D,8,operation_error,number_structure,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g3_001,E,0,operation_error,number_structure,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g3_002,A,"10,1",remainder_format_error,number_structure,这个选项通常来自余数或答案格式理解错误。
cn_jzs_elem_pilot_g3_002,B,"9,4",remainder_format_error,number_structure,这个选项通常来自余数或答案格式理解错误。
cn_jzs_elem_pilot_g3_002,C,9,operation_error,number_structure,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g3_002,D,1,operation_error,number_structure,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g3_003,A,"10,4",remainder_format_error,number_structure,这个选项通常来自余数或答案格式理解错误。
cn_jzs_elem_pilot_g3_003,B,10,operation_error,number_structure,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g3_003,C,2,operation_error,number_structure,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g3_003,E,"11,2",remainder_format_error,number_structure,这个选项通常来自余数或答案格式理解错误。
cn_jzs_elem_pilot_g3_004,A,11,operation_error,number_structure,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g3_004,B,3,operation_error,number_structure,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g3_004,D,"12,3",remainder_format_error,number_structure,这个选项通常来自余数或答案格式理解错误。
cn_jzs_elem_pilot_g3_004,E,"11,4",remainder_format_error,number_structure,这个选项通常来自余数或答案格式理解错误。
cn_jzs_elem_pilot_g3_005,A,0,operation_error,number_structure,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g3_005,C,"13,0",remainder_format_error,number_structure,这个选项通常来自余数或答案格式理解错误。
cn_jzs_elem_pilot_g3_005,D,"12,4",remainder_format_error,number_structure,这个选项通常来自余数或答案格式理解错误。
cn_jzs_elem_pilot_g3_005,E,12,operation_error,number_structure,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g3_006,B,"14,0",remainder_format_error,number_structure,这个选项通常来自余数或答案格式理解错误。
cn_jzs_elem_pilot_g3_006,C,"13,5",remainder_format_error,number_structure,这个选项通常来自余数或答案格式理解错误。
cn_jzs_elem_pilot_g3_006,D,13,operation_error,number_structure,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g3_006,E,0,operation_error,number_structure,这个选项通常来自运算步骤选择错误。
cn_jzs_elem_pilot_g4_001,B,26,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_001,C,13,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_001,D,45,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_001,E,32,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_002,A,30,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_002,B,15,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_002,C,60,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_002,D,45,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_003,A,17,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_003,B,77,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_003,C,60,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_003,E,34,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_004,A,96,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_004,B,77,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_004,D,38,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_004,E,19,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_005,A,96,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_005,C,42,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_005,D,21,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_005,E,117,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_006,B,36,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_006,C,18,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_006,D,70,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g4_006,E,52,area_perimeter_confusion,formula_selection,这个选项通常来自面积和周长公式混淆。
cn_jzs_elem_pilot_g5_001,B,2/12,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_001,C,0/6,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_001,D,3/6,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_001,E,2/6,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_002,A,4/16,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_002,B,0/8,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_002,C,5/8,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_002,D,4/8,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_003,A,1/10,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_003,B,6/10,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_003,C,5/10,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_003,E,5/20,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_004,A,7/12,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_004,B,6/12,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_004,D,6/24,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_004,E,2/12,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_005,A,12/15,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_005,C,7/30,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_005,D,3/15,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_005,E,8/15,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_006,B,8/36,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_006,C,4/18,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_006,D,9/18,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g5_006,E,8/18,fraction_structure_error,part_whole_reasoning,这个选项通常来自分数结构理解错误。
cn_jzs_elem_pilot_g6_001,B,70,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_001,C,8,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_001,D,90,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_001,E,82,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_002,A,75,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_002,B,13.5,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_002,C,105,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_002,D,91.5,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_003,A,120,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_003,B,100,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_003,C,85,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_003,E,20,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_004,A,135,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_004,B,107.5,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_004,D,85,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_004,E,27.5,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_005,A,114,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_005,C,90,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_005,D,36,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_005,E,150,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_006,B,90,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_006,C,52,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_006,D,170,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
cn_jzs_elem_pilot_g6_006,E,118,percent_base_error,multiplicative_reasoning,这个选项通常来自百分数基准量理解错误。
