problem_id,hint_1,hint_2,step_by_step,common_mistake,why_correct,variant_idea
cn_jzs_jr_g7_b4_001,距离不考虑方向，所以结果不能为负。,可以用两个数差的绝对值。,Step 1: 距离不考虑方向，所以结果不能为负。 Step 2: 数轴上两点距离等于两个数差的绝对值：|5--3|=8。 Step 3: 得到答案 8。,直接把两个数相加，或得到负距离。,答案 8 正确。数轴上两点距离等于两个数差的绝对值：|5--3|=8。,给出一点和距离，求另一点可能的位置。
cn_jzs_jr_g7_b4_002,距离不考虑方向，所以结果不能为负。,可以用两个数差的绝对值。,Step 1: 距离不考虑方向，所以结果不能为负。 Step 2: 数轴上两点距离等于两个数差的绝对值：|-2--7|=5。 Step 3: 得到答案 5。,直接把两个数相加，或得到负距离。,答案 5 正确。数轴上两点距离等于两个数差的绝对值：|-2--7|=5。,给出一点和距离，求另一点可能的位置。
cn_jzs_jr_g7_b4_003,距离不考虑方向，所以结果不能为负。,可以用两个数差的绝对值。,Step 1: 距离不考虑方向，所以结果不能为负。 Step 2: 数轴上两点距离等于两个数差的绝对值：|11-4|=7。 Step 3: 得到答案 7。,直接把两个数相加，或得到负距离。,答案 7 正确。数轴上两点距离等于两个数差的绝对值：|11-4|=7。,给出一点和距离，求另一点可能的位置。
cn_jzs_jr_g7_b4_004,距离不考虑方向，所以结果不能为负。,可以用两个数差的绝对值。,Step 1: 距离不考虑方向，所以结果不能为负。 Step 2: 数轴上两点距离等于两个数差的绝对值：|3--6|=9。 Step 3: 得到答案 9。,直接把两个数相加，或得到负距离。,答案 9 正确。数轴上两点距离等于两个数差的绝对值：|3--6|=9。,给出一点和距离，求另一点可能的位置。
cn_jzs_jr_g7_b4_005,距离不考虑方向，所以结果不能为负。,可以用两个数差的绝对值。,Step 1: 距离不考虑方向，所以结果不能为负。 Step 2: 数轴上两点距离等于两个数差的绝对值：|-1--10|=9。 Step 3: 得到答案 9。,直接把两个数相加，或得到负距离。,答案 9 正确。数轴上两点距离等于两个数差的绝对值：|-1--10|=9。,给出一点和距离，求另一点可能的位置。
cn_jzs_jr_g7_b4_006,距离不考虑方向，所以结果不能为负。,可以用两个数差的绝对值。,Step 1: 距离不考虑方向，所以结果不能为负。 Step 2: 数轴上两点距离等于两个数差的绝对值：|9-2|=7。 Step 3: 得到答案 7。,直接把两个数相加，或得到负距离。,答案 7 正确。数轴上两点距离等于两个数差的绝对值：|9-2|=7。,给出一点和距离，求另一点可能的位置。
cn_jzs_jr_g7_b4_007,第一步先去括号。,第二步再合并常数项或同类项。,Step 1: 第一步先去括号。 Step 2: 先用分配律去括号，再合并常数项，结果是 6x+13。 Step 3: 得到答案 6x+13。,去括号后忘记继续合并常数项。,答案 6x+13 正确。先用分配律去括号，再合并常数项，结果是 6x+13。,加入两个括号，练习分组化简。
cn_jzs_jr_g7_b4_008,第一步先去括号。,第二步再合并常数项或同类项。,Step 1: 第一步先去括号。 Step 2: 先用分配律去括号，再合并常数项，结果是 -6x+14。 Step 3: 得到答案 -6x+14。,去括号后忘记继续合并常数项。,答案 -6x+14 正确。先用分配律去括号，再合并常数项，结果是 -6x+14。,加入两个括号，练习分组化简。
cn_jzs_jr_g7_b4_009,第一步先去括号。,第二步再合并常数项或同类项。,Step 1: 第一步先去括号。 Step 2: 先用分配律去括号，再合并常数项，结果是 -8x。 Step 3: 得到答案 -8x。,去括号后忘记继续合并常数项。,答案 -8x 正确。先用分配律去括号，再合并常数项，结果是 -8x。,加入两个括号，练习分组化简。
cn_jzs_jr_g7_b4_010,第一步先去括号。,第二步再合并常数项或同类项。,Step 1: 第一步先去括号。 Step 2: 先用分配律去括号，再合并常数项，结果是 5x-3。 Step 3: 得到答案 5x-3。,去括号后忘记继续合并常数项。,答案 5x-3 正确。先用分配律去括号，再合并常数项，结果是 5x-3。,加入两个括号，练习分组化简。
