problem_id,choice_label,value,misconception,cognitive_tag,explanation
cn_jzs_jr_g7_b4_001,B,2,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_001,C,9,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_001,D,10,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_001,E,13,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_002,A,-9,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_002,B,9,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_002,C,6,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_002,D,7,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_003,A,8,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_003,B,9,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_003,C,12,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_003,E,15,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_004,A,11,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_004,B,14,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_004,D,-3,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_004,E,10,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_005,A,14,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_005,C,-11,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_005,D,11,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_005,E,10,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_006,B,11,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_006,C,8,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_006,D,9,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_006,E,12,constraint_reasoning_error,number_sense,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_007,A,6x+9,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_007,B,5x+13,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_007,C,6x,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_007,D,13,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_008,A,1x+14,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_008,B,-6x,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_008,C,14,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_008,E,-6x+4,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_009,A,0,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_009,B,-8x+5,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_009,D,-8x+9,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
cn_jzs_jr_g7_b4_009,E,2x+0,constraint_reasoning_error,symbolic_fluency,这个选项通常来自几何约束条件理解不完整。
